order_id,order_date,product_id,market_id,customer_id,quantity_units,fob_price_usd_per_unit,discount_pct,net_fob_price_usd,total_fob_value_usd,exchange_rate_on_date,total_fob_value_inr,cogs_inr_per_unit,total_cogs_inr,gross_profit_inr,gross_margin_pct,payment_terms_days,payment_due_date,payment_received_date,payment_delay_days,payment_status,order_channel,order_status,incoterm,fiscal_year,quarter,month_num,month_name,week_num,is_repeat_order,days_since_last_order
121,06-06-2023,P037,M05,C0216,50,12,15,10.2,510,54.3,27693,201.6,10080,17613,63.6,90,04-09-2023,22-09-2023,18,Overdue,Amazon,Delivered,FOB,2023,Q2,6,June,23,N,44
122,03-02-2024,P003,M02,C0059,87,23,2,22.54,1960.98,22.7,44514.25,470.4,40924.8,3589.45,8.06,15,18-02-2024,09-03-2024,20,Overdue,Direct B2B,Delivered,CIF,2024,Q1,2,February,5,N,74
123,19-03-2024,P010,M01,C0132,207,38,0,38,7866,83.5,656811,761.6,157651.2,499159.8,76,60,18-05-2024,28-05-2024,10,Paid Late,Etsy,Delivered,FOB,2024,Q1,3,March,12,Y,9
124,28-12-2023,P023,M10,C0159,59,27,2,26.46,1561.14,89.7,140034.26,537.6,31718.4,108315.86,77.35,30,27-01-2024,25-02-2024,29,Overdue,Direct B2B,Delivered,FOB,2023,Q4,12,December,52,Y,9
125,09-09-2023,P011,M18,C0108,148,48,7,44.64,6606.72,7.8,51532.42,1030.4,152499.2,-100966.78,0,30,09-10-2023,12-10-2023,3,Paid Late,Etsy,Delivered,DDP,2023,Q3,9,September,36,N,61
126,09-09-2024,P016,M02,C0297,172,16,5,15.2,2614.4,22.7,59346.88,291.2,50086.4,9260.48,15.6,30,09-10-2024,26-10-2024,17,Overdue,Direct B2B,Processing,DDP,2024,Q3,9,September,37,Y,30
127,16-05-2023,P030,M02,C0040,184,15,12,13.2,2428.8,22.7,55133.76,291.2,53580.8,1552.96,2.82,30,15-06-2023,09-07-2023,24,Overdue,Direct B2B,Delivered,FOB,2023,Q2,5,May,20,Y,171
128,07-03-2022,P035,M03,C0237,50,17,15,14.45,722.5,105.2,76007,336,16800,59207,77.9,90,05-06-2022,04-07-2022,29,Overdue,Direct B2B,Delivered,DDP,2022,Q1,3,March,10,N,11
129,29-07-2024,P002,M03,C0029,69,20,7,18.6,1283.4,105.2,135013.68,425.6,29366.4,105647.28,78.25,30,28-08-2024,09-09-2024,12,Paid Late,Distributor,Delivered,FOB,2024,Q3,7,July,31,Y,147
130,08-01-2024,P015,M08,C0091,50,17,2,16.66,833,89.7,74720.1,324.8,16240,58480.1,78.27,30,07-02-2024,19-02-2024,12,Paid Late,Etsy,Delivered,DDP,2024,Q1,1,January,2,N,126
131,04-08-2024,P013,M06,C0141,50,20,0,20,1000,61.2,61200,403.2,20160,41040,67.06,45,18-09-2024,14-09-2024,-4,Paid On Time,Etsy,Shipped,CIF,2024,Q3,8,August,31,N,106
132,13-06-2022,P001,M14,C0029,288,15,3,14.55,4190.4,0.56,2346.62,313.6,90316.8,-87970.18,0,30,13-07-2022,28-07-2022,15,Paid Late,Direct B2B,Delivered,FOB,2022,Q2,6,June,24,Y,165
133,30-01-2022,P023,M10,C0169,119,27,0,27,3213,89.7,288206.1,537.6,63974.4,224231.7,77.8,30,01-03-2022,28-03-2022,27,Overdue,Amazon,Delivered,FOB,2022,Q1,1,January,4,Y,102
134,04-11-2024,P020,M02,C0263,100,22,5,20.9,2090,22.7,47443,425.6,42560,4883,10.29,30,04-12-2024,31-12-2024,27,Overdue,Distributor,Delivered,FOB,2024,Q4,11,November,45,Y,95
135,24-06-2022,P011,M01,C0174,102,48,0,48,4896,83.5,408816,1030.4,105100.8,303715.2,74.29,90,22-09-2022,07-10-2022,15,Paid Late,Amazon,Delivered,CIF,2022,Q2,6,June,25,Y,179
136,18-06-2024,P032,M12,C0078,374,33,10,29.7,11107.8,18.8,208826.64,649.6,242950.4,-34123.76,0,30,18-07-2024,06-08-2024,19,Overdue,Etsy,Delivered,FOB,2024,Q2,6,June,25,Y,147
137,04-07-2024,P009,M10,C0280,70,19,2,18.62,1303.4,89.7,116914.98,380.8,26656,90258.98,77.2,15,19-07-2024,20-08-2024,32,Overdue,Direct B2B,Returned,FOB,2024,Q3,7,July,27,N,143
138,13-02-2024,P007,M12,C0174,135,12,7,11.16,1506.6,18.8,28324.08,201.6,27216,1108.08,3.91,90,13-05-2024,10-06-2024,28,Overdue,Wayfair,Delivered,DDP,2024,Q1,2,February,7,N,88
139,04-06-2022,P019,M06,C0138,50,25,12,22,1100,61.2,67320,492.8,24640,42680,63.4,45,19-07-2022,17-08-2022,29,Overdue,Etsy,Delivered,FOB,2022,Q2,6,June,22,Y,14
140,02-01-2024,P036,M01,C0019,126,22,15,18.7,2356.2,83.5,196742.7,425.6,53625.6,143117.1,72.74,30,01-02-2024,26-02-2024,25,Overdue,Wayfair,Delivered,FOB,2024,Q1,1,January,1,Y,139
141,18-09-2024,P021,M02,C0060,50,18,0,18,900,22.7,20430,358.4,17920,2510,12.29,15,03-10-2024,05-11-2024,33,Overdue,Amazon,Delivered,CIF,2024,Q3,9,September,38,Y,5
142,17-04-2023,P037,M02,C0165,84,12,5,11.4,957.6,22.7,21737.52,201.6,16934.4,4803.12,22.1,15,02-05-2023,09-06-2023,38,Overdue,Direct B2B,Delivered,FOB,2023,Q2,4,April,16,Y,97
143,01-04-2023,P011,M07,C0168,85,48,10,43.2,3672,89.7,329378.4,1030.4,87584,241794.4,73.41,90,30-06-2023,19-07-2023,19,Overdue,Noon,Delivered,CIF,2023,Q2,4,April,13,N,71
144,09-05-2023,P010,M02,C0161,145,38,0,38,5510,22.7,125077,761.6,110432,14645,11.71,60,08-07-2023,16-08-2023,39,Overdue,Trade Fair,Delivered,FOB,2023,Q2,5,May,19,N,80
145,03-04-2022,P007,M05,C0129,104,12,0,12,1248,54.3,67766.4,201.6,20966.4,46800,69.06,30,03-05-2022,02-06-2022,30,Overdue,Direct B2B,Delivered,FOB,2022,Q2,4,April,13,Y,83
146,21-09-2024,P026,M03,C0154,52,56,12,49.28,2562.56,105.2,269581.31,1097.6,57075.2,212506.11,78.83,60,20-11-2024,10-12-2024,20,Overdue,Direct B2B,Delivered,FOB,2024,Q3,9,September,38,Y,117
147,27-08-2024,P023,M19,C0082,119,27,7,25.11,2988.09,89.7,268031.67,537.6,63974.4,204057.27,76.13,30,26-09-2024,28-09-2024,2,Paid Late,Amazon,Delivered,DDP,2024,Q3,8,August,35,Y,159
148,30-12-2024,P013,M09,C0112,68,20,0,20,1360,22.3,30328,403.2,27417.6,2910.4,9.6,30,29-01-2025,11-02-2025,13,Paid Late,Distributor,Delivered,FOB,2024,Q4,12,December,1,N,138
149,19-10-2023,P009,M11,C0070,131,19,0,19,2489,50.2,124947.8,380.8,49884.8,75063,60.08,30,18-11-2023,15-12-2023,27,Overdue,Amazon,Delivered,DDP,2023,Q4,10,October,42,N,133
150,06-04-2024,P005,M08,C0166,101,26,2,25.48,2573.48,89.7,230841.16,537.6,54297.6,176543.56,76.48,45,21-05-2024,28-06-2024,38,Overdue,Amazon,Delivered,FOB,2024,Q2,4,April,14,Y,80
151,27-08-2022,P019,M03,C0063,86,25,3,24.25,2085.5,105.2,219394.6,492.8,42380.8,177013.8,80.68,45,11-10-2022,12-11-2022,32,Overdue,Etsy,Delivered,FOB,2022,Q3,8,August,34,N,108
152,02-01-2024,P011,M04,C0193,50,48,0,48,2400,61.8,148320,1030.4,51520,96800,65.26,45,16-02-2024,09-03-2024,22,Overdue,Distributor,Shipped,FOB,2024,Q1,1,January,1,N,85
153,18-12-2023,P008,M06,C0119,50,14,0,14,700,61.2,42840,246.4,12320,30520,71.24,30,17-01-2024,18-02-2024,32,Overdue,Wayfair,Delivered,FOB,2023,Q4,12,December,51,N,53
154,01-10-2024,P032,M01,C0182,50,33,7,30.69,1534.5,83.5,128130.75,649.6,32480,95650.75,74.65,45,15-11-2024,05-12-2024,20,Overdue,Direct B2B,Delivered,DDP,2024,Q4,10,October,40,N,149
155,13-07-2024,P037,M09,C0092,58,12,0,12,696,22.3,15520.8,201.6,11692.8,3828,24.66,90,11-10-2024,09-11-2024,29,Overdue,Noon,Delivered,CIF,2024,Q3,7,July,28,Y,150
156,08-11-2024,P034,M03,C0162,209,18,2,17.64,3686.76,105.2,387847.15,358.4,74905.6,312941.55,80.69,45,23-12-2024,29-12-2024,6,Paid Late,Etsy,Shipped,CIF,2024,Q4,11,November,45,Y,161
157,26-08-2024,P004,M04,C0148,50,18,0,18,900,61.8,55620,358.4,17920,37700,67.78,15,10-09-2024,24-09-2024,14,Paid Late,Amazon,Delivered,FOB,2024,Q3,8,August,35,Y,112
158,26-08-2024,P023,M08,C0102,50,27,7,25.11,1255.5,89.7,112618.35,537.6,26880,85738.35,76.13,30,25-09-2024,04-10-2024,9,Paid Late,Etsy,Delivered,CIF,2024,Q3,8,August,35,Y,106
159,11-03-2022,P024,M01,C0111,164,32,10,28.8,4723.2,83.5,394387.2,627.2,102860.8,291526.4,73.92,45,25-04-2022,27-05-2022,32,Overdue,Etsy,Delivered,FOB,2022,Q1,3,March,10,N,95
160,31-07-2024,P036,M03,C0175,212,22,0,22,4664,105.2,490652.8,425.6,90227.2,400425.6,81.61,30,30-08-2024,06-09-2024,7,Paid Late,Direct B2B,Delivered,DDP,2024,Q3,7,July,31,Y,46
161,10-11-2023,P021,M01,C0265,50,18,0,18,900,83.5,75150,358.4,17920,57230,76.15,30,10-12-2023,26-12-2023,16,Overdue,Distributor,Processing,FOB,2023,Q4,11,November,45,N,162
162,18-02-2023,P010,M17,C0297,50,38,5,36.1,1805,271.5,490057.5,761.6,38080,451977.5,92,30,20-03-2023,22-03-2023,2,Paid Late,Direct B2B,Delivered,FOB,2023,Q1,2,February,7,Y,155
163,02-03-2022,P025,M03,C0240,82,30,0,30,2460,105.2,258792,582.4,47756.8,211035.2,81.55,60,01-05-2022,11-05-2022,10,Paid Late,Distributor,Delivered,CIF,2022,Q1,3,March,9,Y,56
164,12-01-2024,P031,M02,C0249,487,21,10,18.9,9204.3,22.7,208937.61,403.2,196358.4,12579.21,6.02,30,11-02-2024,03-03-2024,21,Overdue,Wayfair,Delivered,CIF,2024,Q1,1,January,2,N,141
165,27-12-2022,P002,M01,C0090,97,20,5,19,1843,83.5,153890.5,425.6,41283.2,112607.3,73.17,60,25-02-2023,23-02-2023,-2,Paid On Time,Amazon,Delivered,FOB,2022,Q4,12,December,52,N,92
166,09-06-2023,P005,M08,C0190,69,26,0,26,1794,89.7,160921.8,537.6,37094.4,123827.4,76.95,45,24-07-2023,09-08-2023,16,Overdue,Noon,Delivered,CIF,2023,Q2,6,June,23,Y,56
167,15-01-2024,P024,M16,C0280,190,32,3,31.04,5897.6,89.7,529014.72,627.2,119168,409846.72,77.47,15,30-01-2024,07-03-2024,37,Overdue,Amazon,Processing,FOB,2024,Q1,1,January,3,Y,107
168,12-10-2024,P015,M06,C0099,50,17,0,17,850,61.2,52020,324.8,16240,35780,68.78,30,11-11-2024,04-12-2024,23,Overdue,Wayfair,Shipped,FOB,2024,Q4,10,October,41,Y,120
169,07-07-2024,P019,M03,C0258,322,25,0,25,8050,105.2,846860,492.8,158681.6,688178.4,81.26,90,05-10-2024,01-11-2024,27,Overdue,Direct B2B,Delivered,CIF,2024,Q3,7,July,27,N,148
170,18-05-2023,P020,M03,C0135,101,22,0,22,2222,105.2,233754.4,425.6,42985.6,190768.8,81.61,60,17-07-2023,04-08-2023,18,Overdue,Amazon,Shipped,CIF,2023,Q2,5,May,20,N,44
171,27-02-2023,P035,M08,C0046,135,17,7,15.81,2134.35,89.7,191451.2,336,45360,146091.2,76.31,45,13-04-2023,02-05-2023,19,Overdue,Amazon,Delivered,CIF,2023,Q1,2,February,9,N,150
172,07-10-2022,P015,M01,C0146,59,17,0,17,1003,83.5,83750.5,324.8,19163.2,64587.3,77.12,30,06-11-2022,22-11-2022,16,Overdue,Distributor,Delivered,FOB,2022,Q4,10,October,40,N,85
173,09-02-2023,P005,M08,C0061,115,26,0,26,2990,89.7,268203,537.6,61824,206379,76.95,15,24-02-2023,13-03-2023,17,Overdue,Amazon,Delivered,FOB,2023,Q1,2,February,6,N,92
174,10-05-2022,P018,M15,C0051,118,13,0,13,1534,89.7,137599.8,218.4,25771.2,111828.6,81.27,45,24-06-2022,05-07-2022,11,Paid Late,Etsy,Delivered,FOB,2022,Q2,5,May,19,N,93
175,07-12-2024,P029,M03,C0207,95,22,0,22,2090,105.2,219868,425.6,40432,179436,81.61,45,21-01-2025,21-01-2025,0,Paid On Time,Trade Fair,Delivered,CIF,2024,Q4,12,December,49,Y,157
176,08-10-2023,P040,M01,C0153,134,68,0,68,9112,83.5,760852,1344,180096,580756,76.33,30,07-11-2023,11-11-2023,4,Paid Late,Etsy,Delivered,FOB,2023,Q4,10,October,40,N,149
177,31-05-2022,P018,M05,C0138,263,13,12,11.44,3008.72,54.3,163373.5,218.4,57439.2,105934.3,64.84,45,15-07-2022,10-07-2022,-5,Paid On Time,Amazon,Delivered,DDP,2022,Q2,5,May,22,N,104
178,19-01-2023,P021,M06,C0167,150,18,3,17.46,2619,61.2,160282.8,358.4,53760,106522.8,66.46,30,18-02-2023,22-03-2023,32,Overdue,Amazon,Delivered,FOB,2023,Q1,1,January,3,Y,47
179,09-09-2023,P032,M07,C0192,71,33,0,33,2343,89.7,210167.1,649.6,46121.6,164045.5,78.05,45,24-10-2023,01-11-2023,8,Paid Late,Wayfair,Delivered,CIF,2023,Q3,9,September,36,N,145
180,24-08-2023,P026,M18,C0223,94,56,5,53.2,5000.8,7.8,39006.24,1097.6,103174.4,-64168.16,0,30,23-09-2023,21-10-2023,28,Overdue,Etsy,Delivered,FOB,2023,Q3,8,August,34,Y,152
181,04-02-2022,P029,M04,C0092,198,22,3,21.34,4225.32,61.8,261124.78,425.6,84268.8,176855.98,67.73,90,05-05-2022,02-06-2022,28,Overdue,Amazon,Delivered,CIF,2022,Q1,2,February,5,Y,159
182,19-11-2024,P039,M14,C0118,88,46,7,42.78,3764.64,0.56,2108.2,918.4,80819.2,-78711,0,60,18-01-2025,06-02-2025,19,Pending,Wayfair,Delivered,CIF,2024,Q4,11,November,47,N,155
183,11-11-2022,P017,M01,C0147,182,16,10,14.4,2620.8,83.5,218836.8,291.2,52998.4,165838.4,75.78,30,11-12-2022,01-01-2023,21,Overdue,Amazon,Delivered,CIF,2022,Q4,11,November,45,N,173
184,16-01-2022,P019,M16,C0004,50,25,0,25,1250,89.7,112125,492.8,24640,87485,78.02,60,17-03-2022,02-04-2022,16,Overdue,Amazon,Delivered,FOB,2022,Q1,1,January,2,Y,72
185,27-03-2022,P027,M06,C0061,57,35,7,32.55,1855.35,61.2,113547.42,694.4,39580.8,73966.62,65.14,15,11-04-2022,17-05-2022,36,Overdue,Direct B2B,Delivered,FOB,2022,Q1,3,March,12,N,82
186,14-10-2023,P020,M16,C0263,186,22,2,21.56,4010.16,89.7,359711.35,425.6,79161.6,280549.75,77.99,30,13-11-2023,16-12-2023,33,Overdue,Direct B2B,Delivered,DDP,2023,Q4,10,October,41,N,111
187,12-06-2022,P011,M02,C0269,50,48,12,42.24,2112,22.7,47942.4,1030.4,51520,-3577.6,0,60,11-08-2022,01-09-2022,21,Overdue,Amazon,Delivered,FOB,2022,Q2,6,June,23,Y,95
188,12-02-2022,P008,M02,C0249,267,14,15,11.9,3177.3,22.7,72124.71,246.4,65788.8,6335.91,8.78,30,14-03-2022,16-04-2022,33,Overdue,Amazon,Delivered,CIF,2022,Q1,2,February,6,Y,0
189,17-02-2023,P011,M01,C0066,53,48,2,47.04,2493.12,83.5,208175.52,1030.4,54611.2,153564.32,73.77,30,19-03-2023,22-04-2023,34,Overdue,Trade Fair,Delivered,FOB,2023,Q1,2,February,7,Y,18
190,24-11-2023,P002,M15,C0273,91,20,7,18.6,1692.6,89.7,151826.22,425.6,38729.6,113096.62,74.49,15,09-12-2023,19-12-2023,10,Paid Late,Direct B2B,Returned,FOB,2023,Q4,11,November,47,N,160
191,11-05-2022,P034,M12,C0050,165,18,10,16.2,2673,18.8,50252.4,358.4,59136,-8883.6,0,15,26-05-2022,27-05-2022,1,Paid Late,Distributor,Delivered,FOB,2022,Q2,5,May,19,Y,82
192,15-12-2022,P012,M18,C0038,272,22,3,21.34,5804.48,7.8,45274.94,425.6,115763.2,-70488.26,0,45,29-01-2023,03-03-2023,33,Overdue,Etsy,Delivered,DDP,2022,Q4,12,December,50,Y,125
193,07-04-2023,P010,M01,C0296,98,38,0,38,3724,83.5,310954,761.6,74636.8,236317.2,76,45,22-05-2023,05-06-2023,14,Paid Late,Etsy,Delivered,FOB,2023,Q2,4,April,14,Y,156
194,08-07-2022,P006,M09,C0124,188,16,3,15.52,2917.76,22.3,65066.05,291.2,54745.6,10320.45,15.86,30,07-08-2022,12-08-2022,5,Paid Late,Etsy,Cancelled,FOB,2022,Q3,7,July,27,N,119
195,24-07-2023,P032,M02,C0281,208,33,2,32.34,6726.72,22.7,152696.54,649.6,135116.8,17579.74,11.51,45,07-09-2023,28-09-2023,21,Overdue,Etsy,Returned,FOB,2023,Q3,7,July,30,Y,36
196,07-04-2022,P006,M09,C0172,187,16,5,15.2,2842.4,22.3,63385.52,291.2,54454.4,8931.12,14.09,30,07-05-2022,26-05-2022,19,Overdue,Amazon,Delivered,CIF,2022,Q2,4,April,14,Y,134
197,17-02-2022,P004,M01,C0158,59,18,0,18,1062,83.5,88677,358.4,21145.6,67531.4,76.15,45,03-04-2022,29-04-2022,26,Overdue,Direct B2B,Delivered,FOB,2022,Q1,2,February,7,Y,112
198,09-08-2023,P024,M05,C0052,62,32,0,32,1984,54.3,107731.2,627.2,38886.4,68844.8,63.9,30,08-09-2023,29-09-2023,21,Overdue,Amazon,Delivered,FOB,2023,Q3,8,August,32,N,129
199,15-10-2022,P026,M01,C0036,160,56,2,54.88,8780.8,83.5,733196.8,1097.6,175616,557580.8,76.05,60,14-12-2022,16-01-2023,33,Overdue,Wayfair,Returned,FOB,2022,Q4,10,October,41,Y,80
200,20-04-2022,P023,M06,C0218,274,27,10,24.3,6658.2,61.2,407481.84,537.6,147302.4,260179.44,63.85,45,04-06-2022,03-06-2022,-1,Paid On Time,Amazon,Delivered,FOB,2022,Q2,4,April,16,Y,167
201,15-04-2023,P033,M06,C0079,67,24,2,23.52,1575.84,61.2,96441.41,470.4,31516.8,64924.61,67.32,60,14-06-2023,18-06-2023,4,Paid Late,Direct B2B,Delivered,CIF,2023,Q2,4,April,15,Y,92
202,15-10-2024,P021,M12,C0183,142,18,15,15.3,2172.6,18.8,40844.88,358.4,50892.8,-10047.92,0,15,30-10-2024,31-10-2024,1,Paid Late,Amazon,Delivered,FOB,2024,Q4,10,October,42,Y,155
203,02-03-2024,P030,M02,C0051,161,15,7,13.95,2245.95,22.7,50983.06,291.2,46883.2,4099.86,8.04,45,16-04-2024,07-05-2024,21,Overdue,Amazon,Delivered,FOB,2024,Q1,3,March,9,Y,32
204,25-06-2024,P016,M02,C0284,88,16,0,16,1408,22.7,31961.6,291.2,25625.6,6336,19.82,90,23-09-2024,15-10-2024,22,Overdue,Amazon,Cancelled,CIF,2024,Q2,6,June,26,Y,89
205,30-08-2024,P016,M05,C0038,50,16,10,14.4,720,54.3,39096,291.2,14560,24536,62.76,45,14-10-2024,16-10-2024,2,Paid Late,Distributor,Delivered,FOB,2024,Q3,8,August,35,Y,59
206,08-12-2024,P025,M16,C0112,92,30,7,27.9,2566.8,89.7,230241.96,582.4,53580.8,176661.16,76.73,30,07-01-2025,17-01-2025,10,Paid Late,Etsy,Delivered,DDP,2024,Q4,12,December,49,Y,74
207,22-04-2024,P022,M06,C0016,111,16,5,15.2,1687.2,61.2,103256.64,313.6,34809.6,68447.04,66.29,90,21-07-2024,31-07-2024,10,Paid Late,Etsy,Delivered,CIF,2024,Q2,4,April,17,Y,117
208,11-11-2023,P003,M16,C0241,337,23,3,22.31,7518.47,89.7,674406.76,470.4,158524.8,515881.96,76.49,60,10-01-2024,18-01-2024,8,Paid Late,Etsy,Processing,FOB,2023,Q4,11,November,45,Y,12
209,31-01-2023,P036,M11,C0252,50,22,5,20.9,1045,50.2,52459,425.6,21280,31179,59.43,60,01-04-2023,17-04-2023,16,Overdue,Distributor,Delivered,FOB,2023,Q1,1,January,5,Y,26
210,03-08-2022,P031,M09,C0101,67,21,3,20.37,1364.79,22.3,30434.82,403.2,27014.4,3420.42,11.24,30,02-09-2022,28-08-2022,-5,Paid On Time,Etsy,Delivered,DDP,2022,Q3,8,August,31,Y,127
211,20-01-2024,P005,M01,C0093,154,26,0,26,4004,83.5,334334,537.6,82790.4,251543.6,75.24,45,05-03-2024,04-03-2024,-1,Paid On Time,Amazon,Returned,FOB,2024,Q1,1,January,3,Y,158
212,27-12-2024,P040,M08,C0201,140,68,10,61.2,8568,89.7,768549.6,1344,188160,580389.6,75.52,15,11-01-2025,08-02-2025,28,Pending,Noon,Processing,FOB,2024,Q4,12,December,52,N,60
213,08-06-2023,P032,M07,C0257,100,33,7,30.69,3069,89.7,275289.3,649.6,64960,210329.3,76.4,45,23-07-2023,24-07-2023,1,Paid Late,Etsy,Returned,CIF,2023,Q2,6,June,23,Y,70
214,02-03-2024,P020,M06,C0062,75,22,10,19.8,1485,61.2,90882,425.6,31920,58962,64.88,90,31-05-2024,29-05-2024,-2,Paid On Time,Distributor,Returned,DDP,2024,Q1,3,March,9,N,8
215,11-07-2023,P036,M06,C0125,53,22,5,20.9,1107.7,61.2,67791.24,425.6,22556.8,45234.44,66.73,45,25-08-2023,28-09-2023,34,Overdue,Direct B2B,Delivered,FOB,2023,Q3,7,July,28,N,173
216,25-04-2023,P008,M01,C0217,168,14,3,13.58,2281.44,83.5,190500.24,246.4,41395.2,149105.04,78.27,90,24-07-2023,21-07-2023,-3,Paid On Time,Direct B2B,Processing,FOB,2023,Q2,4,April,17,Y,141
217,28-03-2023,P036,M11,C0024,181,22,5,20.9,3782.9,50.2,189901.58,425.6,77033.6,112867.98,59.43,15,12-04-2023,08-04-2023,-4,Paid On Time,Etsy,Delivered,FOB,2023,Q1,3,March,13,Y,24
218,22-07-2023,P024,M01,C0261,97,32,3,31.04,3010.88,83.5,251408.48,627.2,60838.4,190570.08,75.8,30,21-08-2023,27-09-2023,37,Overdue,Amazon,Delivered,DDP,2023,Q3,7,July,29,N,99
219,02-02-2023,P020,M09,C0216,53,22,0,22,1166,22.3,26001.8,425.6,22556.8,3445,13.25,90,03-05-2023,13-05-2023,10,Paid Late,Etsy,Delivered,FOB,2023,Q1,2,February,5,N,36
220,03-04-2024,P018,M03,C0047,237,13,5,12.35,2926.95,105.2,307915.14,218.4,51760.8,256154.34,83.19,60,02-06-2024,10-06-2024,8,Paid Late,Etsy,Delivered,FOB,2024,Q2,4,April,14,Y,168
221,01-09-2024,P021,M20,C0139,82,18,5,17.1,1402.2,89.7,125777.34,358.4,29388.8,96388.54,76.63,45,16-10-2024,12-11-2024,27,Overdue,Direct B2B,Delivered,CIF,2024,Q3,9,September,35,Y,84
222,11-09-2024,P019,M01,C0106,168,25,0,25,4200,83.5,350700,492.8,82790.4,267909.6,76.39,90,10-12-2024,07-12-2024,-3,Paid On Time,Wayfair,Delivered,DDP,2024,Q3,9,September,37,N,8
223,24-09-2022,P005,M03,C0185,61,26,0,26,1586,105.2,166847.2,537.6,32793.6,134053.6,80.35,30,24-10-2022,21-11-2022,28,Overdue,Etsy,Delivered,CIF,2022,Q3,9,September,38,N,138
224,25-09-2024,P001,M02,C0186,90,15,2,14.7,1323,22.7,30032.1,313.6,28224,1808.1,6.02,60,24-11-2024,28-11-2024,4,Paid Late,Direct B2B,Delivered,CIF,2024,Q3,9,September,39,Y,154
225,09-01-2023,P026,M04,C0260,191,56,10,50.4,9626.4,61.8,594911.52,1097.6,209641.6,385269.92,64.76,15,24-01-2023,26-01-2023,2,Paid Late,Amazon,Delivered,DDP,2023,Q1,1,January,2,N,27
226,11-12-2022,P039,M16,C0127,54,46,12,40.48,2185.92,89.7,196077.02,918.4,49593.6,146483.42,74.71,90,11-03-2023,18-04-2023,38,Overdue,Etsy,Delivered,FOB,2022,Q4,12,December,49,N,69
227,06-03-2024,P035,M02,C0162,87,17,0,17,1479,22.7,33573.3,336,29232,4341.3,12.93,45,20-04-2024,21-04-2024,1,Paid Late,Distributor,Delivered,FOB,2024,Q1,3,March,10,Y,13
228,07-12-2022,P007,M09,C0127,85,12,0,12,1020,22.3,22746,201.6,17136,5610,24.66,90,07-03-2023,10-04-2023,34,Overdue,Amazon,Returned,FOB,2022,Q4,12,December,49,Y,54
229,25-02-2022,P011,M03,C0102,53,48,5,45.6,2416.8,105.2,254247.36,1030.4,54611.2,199636.16,78.52,30,27-03-2022,09-04-2022,13,Paid Late,Wayfair,Delivered,FOB,2022,Q1,2,February,8,Y,178
230,10-02-2023,P013,M07,C0077,88,20,0,20,1760,89.7,157872,403.2,35481.6,122390.4,77.53,90,11-05-2023,21-05-2023,10,Paid Late,Etsy,Delivered,CIF,2023,Q1,2,February,6,N,173
231,28-02-2024,P028,M01,C0216,164,24,7,22.32,3660.48,83.5,305650.08,470.4,77145.6,228504.48,74.76,90,28-05-2024,05-06-2024,8,Paid Late,Direct B2B,Delivered,DDP,2024,Q1,2,February,9,Y,128
232,26-12-2022,P013,M05,C0280,141,20,2,19.6,2763.6,54.3,150063.48,403.2,56851.2,93212.28,62.12,15,10-01-2023,01-02-2023,22,Overdue,Direct B2B,Delivered,CIF,2022,Q4,12,December,52,N,86
233,30-11-2023,P019,M08,C0007,87,25,3,24.25,2109.75,89.7,189244.58,492.8,42873.6,146370.98,77.34,30,30-12-2023,30-01-2024,31,Overdue,Etsy,Shipped,CIF,2023,Q4,11,November,48,Y,17
234,26-12-2023,P025,M12,C0054,96,30,10,27,2592,18.8,48729.6,582.4,55910.4,-7180.8,0,45,09-02-2024,07-03-2024,27,Overdue,Direct B2B,Delivered,FOB,2023,Q4,12,December,52,Y,122
235,15-03-2024,P034,M01,C0208,194,18,0,18,3492,83.5,291582,358.4,69529.6,222052.4,76.15,30,14-04-2024,09-04-2024,-5,Paid On Time,Wayfair,Delivered,FOB,2024,Q1,3,March,11,N,124
236,26-09-2024,P039,M09,C0294,165,46,5,43.7,7210.5,22.3,160794.15,918.4,151536,9258.15,5.76,30,26-10-2024,27-10-2024,1,Paid Late,Trade Fair,Delivered,CIF,2024,Q3,9,September,39,Y,88
237,26-04-2023,P018,M01,C0298,187,13,0,13,2431,83.5,202988.5,218.4,40840.8,162147.7,79.88,30,26-05-2023,04-06-2023,9,Paid Late,Etsy,Delivered,FOB,2023,Q2,4,April,17,N,49
238,16-07-2022,P021,M01,C0131,173,18,0,18,3114,83.5,260019,358.4,62003.2,198015.8,76.15,45,30-08-2022,27-08-2022,-3,Paid On Time,Direct B2B,Returned,FOB,2022,Q3,7,July,28,Y,129
239,20-12-2022,P016,M02,C0092,99,16,2,15.68,1552.32,22.7,35237.66,291.2,28828.8,6408.86,18.19,90,20-03-2023,28-04-2023,39,Overdue,Noon,Processing,CIF,2022,Q4,12,December,51,Y,159
240,25-04-2023,P022,M11,C0064,243,16,0,16,3888,50.2,195177.6,313.6,76204.8,118972.8,60.96,30,25-05-2023,10-06-2023,16,Overdue,Distributor,Delivered,FOB,2023,Q2,4,April,17,Y,3
241,19-02-2024,P024,M10,C0082,74,32,7,29.76,2202.24,89.7,197540.93,627.2,46412.8,151128.13,76.5,30,20-03-2024,28-03-2024,8,Paid Late,Amazon,Delivered,FOB,2024,Q1,2,February,8,Y,94
