return_id,order_id,product_id,market_id,customer_id,return_date,return_quantity,return_reason,return_type,refund_amount_usd,return_shipping_cost_usd,net_loss_usd,processing_status,days_to_return,is_first_return,return_month,return_year
205,265754,P038,M04,C0164,2022-06-05,15,Not As Described,Partial Return,337.5,30.17,367.67,Refund Processed,19,Y,6,2022
206,18776,P039,M02,C0275,2023-02-24,8,Quality Below Expectation,Partial Return,331.2,24.65,355.85,Pending Investigation,49,N,2,2023
207,205087,P026,M04,C0249,2024-11-21,4,Damaged in Transit,Full Return,219.52,12.44,231.96,Refund Processed,7,Y,11,2024
208,290477,P024,M06,C0263,2022-02-23,13,Customer Changed Mind,Full Return,366.08,16.2,382.28,Replacement Sent,13,Y,2,2022
209,187061,P016,M09,C0020,2023-01-10,11,Damaged in Transit,Full Return,172.48,9.44,181.92,Refund Processed,34,Y,1,2023
210,492012,P016,M01,C0296,2023-10-25,5,Quality Below Expectation,Partial Return,76.0,6.89,82.89,Replacement Sent,52,Y,10,2023
211,96069,P039,M07,C0067,2022-04-28,6,Wrong Product Shipped,Full Return,276.0,11.71,287.71,Replacement Sent,11,N,4,2022
212,209111,P008,M01,C0012,2024-01-21,16,Not As Described,Partial Return,197.12,9.59,206.71,Refund Processed,39,Y,1,2024
213,147971,P007,M05,C0288,2025-01-31,4,Customer Changed Mind,Partial Return,47.04,4.51,51.55,Refund Processed,47,Y,1,2025
214,136134,P027,M07,C0204,2022-02-22,5,Customer Changed Mind,Full Return,148.75,7.15,155.9,Replacement Sent,43,Y,2,2022
215,29519,P021,M04,C0266,2024-12-09,8,Quality Below Expectation,Exchange,141.12,9.15,150.27,Pending Investigation,35,N,12,2024
216,296809,P037,M14,C0113,2022-12-31,3,Quality Below Expectation,Full Return,36.0,2.61,38.61,Pending Investigation,36,Y,12,2022
217,355615,P009,M01,C0061,2023-10-26,9,Quality Below Expectation,Partial Return,159.03,8.45,167.48,Refund Processed,22,Y,10,2023
218,50502,P036,M01,C0203,2024-10-25,11,Damaged in Transit,Full Return,242.0,16.78,258.78,Refund Processed,52,N,10,2024
219,468497,P021,M13,C0225,2024-03-17,4,Damaged in Transit,Full Return,70.56,6.28,76.84,Refund Processed,12,Y,3,2024
220,22853,P036,M10,C0219,2024-01-24,14,Quality Below Expectation,Full Return,292.6,13.22,305.82,Refund Processed,30,Y,1,2024
221,427030,P039,M09,C0259,2022-05-05,6,Quality Below Expectation,Full Return,267.72,20.53,288.25,Under Review,44,Y,5,2022
222,373814,P026,M02,C0167,2023-08-20,3,Wrong Product Shipped,Partial Return,147.84,10.73,158.57,Refund Processed,21,Y,8,2023
223,387676,P011,M06,C0201,2024-10-02,19,Quality Below Expectation,Exchange,893.76,53.01,946.77,Refund Processed,54,Y,10,2024
224,303199,P001,M07,C0054,2024-04-28,5,Customer Changed Mind,Partial Return,71.25,6.98,78.23,Pending Investigation,42,N,4,2024
225,462104,P002,M01,C0267,2023-03-11,4,Damaged in Transit,Partial Return,77.6,3.17,80.77,Replacement Sent,22,Y,3,2023
226,402474,P018,M02,C0248,2024-10-09,4,Not As Described,Partial Return,50.96,2.44,53.4,Refund Processed,35,N,10,2024
227,101712,P034,M03,C0273,2023-12-13,8,Packaging Damaged,Partial Return,133.92,10.58,144.5,Under Review,48,N,12,2023
228,222853,P005,M03,C0225,2022-10-01,5,Not As Described,Exchange,114.4,6.78,121.18,Refund Processed,19,Y,10,2022
229,399606,P023,M06,C0096,2024-04-11,3,Damaged in Transit,Partial Return,76.95,5.15,82.1,Refund Processed,8,Y,4,2024
230,480089,P017,M10,C0223,2023-07-11,9,Damaged in Transit,Full Return,139.68,7.43,147.11,Refund Processed,16,Y,7,2023
231,136561,P027,M07,C0202,2024-01-05,6,Damaged in Transit,Full Return,189.0,12.99,201.99,Refund Processed,46,N,1,2024
232,298077,P005,M16,C0154,2022-05-13,5,Packaging Damaged,Full Return,130.0,6.65,136.65,Refund Processed,11,Y,5,2022
233,412033,P024,M01,C0038,2023-01-22,32,Packaging Damaged,Full Return,993.28,70.39,1063.67,Refund Processed,25,Y,1,2023
234,434732,P004,M07,C0255,2024-04-25,8,Wrong Product Shipped,Full Return,144.0,11.67,155.67,Pending Investigation,11,Y,4,2024
235,350723,P040,M05,C0204,2022-07-20,15,Wrong Product Shipped,Full Return,1020.0,68.27,1088.27,Under Review,29,Y,7,2022
236,479663,P017,M01,C0013,2025-01-05,10,Not As Described,Full Return,160.0,13.83,173.83,Pending Investigation,10,Y,1,2025
237,192165,P028,M03,C0138,2022-02-23,5,Damaged in Transit,Full Return,114.0,5.34,119.34,Refund Processed,45,N,2,2022
238,396686,P029,M04,C0188,2023-09-17,15,Quality Below Expectation,Full Return,313.5,29.94,343.44,Replacement Sent,54,Y,9,2023
239,208999,P040,M08,C0295,2024-06-13,7,Wrong Product Shipped,Partial Return,476.0,24.91,500.91,Refund Processed,49,Y,6,2024
240,468049,P026,M02,C0291,2024-11-12,13,Quality Below Expectation,Full Return,691.6,64.83,756.43,Refund Processed,9,Y,11,2024
241,371146,P026,M09,C0005,2024-11-03,10,Quality Below Expectation,Partial Return,560.0,51.91,611.91,Under Review,9,Y,11,2024
242,435640,P016,M01,C0244,2023-11-05,6,Wrong Product Shipped,Full Return,96.0,4.59,100.59,Refund Processed,40,Y,11,2023
243,283499,P027,M15,C0228,2022-12-30,28,Packaging Damaged,Full Return,862.4,42.02,904.42,Refund Processed,10,N,12,2022
244,150232,P030,M01,C0029,2022-06-09,11,Wrong Product Shipped,Full Return,148.5,9.94,158.44,Under Review,20,Y,6,2022
245,378071,P013,M08,C0135,2022-10-07,5,Not As Described,Full Return,93.0,3.9,96.9,Under Review,21,N,10,2022
246,147243,P031,M07,C0158,2022-11-06,5,Packaging Damaged,Partial Return,105.0,5.77,110.77,Refund Denied,39,Y,11,2022
247,268399,P028,M04,C0049,2023-12-25,5,Packaging Damaged,Full Return,116.4,5.11,121.51,Refund Processed,52,Y,12,2023
248,226889,P036,M16,C0225,2024-01-25,14,Packaging Damaged,Partial Return,286.44,26.53,312.97,Replacement Sent,11,N,1,2024
249,255697,P025,M01,C0056,2024-04-10,10,Wrong Product Shipped,Full Return,300.0,12.67,312.67,Refund Processed,23,N,4,2024
250,126335,P004,M09,C0017,2024-09-08,5,Damaged in Transit,Partial Return,85.5,7.09,92.59,Under Review,52,N,9,2024
251,221048,P010,M02,C0065,2022-11-24,4,Quality Below Expectation,Full Return,144.4,6.07,150.47,Refund Processed,51,Y,11,2022
252,460328,P032,M09,C0049,2024-08-25,9,Customer Changed Mind,Full Return,297.0,14.09,311.09,Under Review,12,N,8,2024
253,274751,P036,M01,C0086,2023-01-15,6,Packaging Damaged,Partial Return,118.8,7.18,125.98,Under Review,24,Y,1,2023
254,385825,P025,M02,C0202,2022-05-14,9,Wrong Product Shipped,Full Return,237.6,22.42,260.02,Pending Investigation,47,N,5,2022
255,421128,P039,M06,C0110,2023-08-27,4,Damaged in Transit,Exchange,174.8,9.42,184.22,Replacement Sent,33,Y,8,2023
256,451636,P007,M02,C0279,2024-06-24,5,Wrong Product Shipped,Exchange,58.8,4.5,63.3,Refund Processed,48,Y,6,2024
257,439322,P016,M15,C0286,2023-01-20,4,Wrong Product Shipped,Full Return,60.8,5.42,66.22,Replacement Sent,49,Y,1,2023
258,214704,P011,M16,C0263,2023-12-29,10,Customs Rejected,Full Return,480.0,46.15,526.15,Pending Investigation,32,N,12,2023
259,392395,P033,M01,C0255,2023-11-02,16,Wrong Product Shipped,Exchange,337.92,20.03,357.95,Replacement Sent,7,Y,11,2023
260,66552,P012,M02,C0235,2023-09-13,6,Customer Changed Mind,Partial Return,125.4,6.3,131.7,Refund Processed,54,Y,9,2023
261,411436,P033,M05,C0075,2024-10-30,4,Quality Below Expectation,Exchange,96.0,6.95,102.95,Under Review,24,N,10,2024
262,351052,P032,M04,C0238,2023-01-28,5,Customs Rejected,Full Return,165.0,6.98,171.98,Refund Processed,31,N,1,2023
263,389026,P022,M03,C0247,2024-10-22,22,Wrong Product Shipped,Partial Return,344.96,31.03,375.99,Refund Denied,32,N,10,2024
264,73341,P022,M01,C0189,2024-03-04,10,Quality Below Expectation,Full Return,160.0,15.69,175.69,Refund Denied,19,N,3,2024
265,229064,P028,M01,C0093,2024-05-27,5,Damaged in Transit,Exchange,114.0,4.65,118.65,Refund Processed,26,Y,5,2024
266,223854,P039,M06,C0299,2023-03-21,9,Packaging Damaged,Full Return,401.58,34.24,435.82,Refund Processed,25,N,3,2023
267,289779,P018,M08,C0247,2022-05-30,19,Quality Below Expectation,Full Return,242.06,10.04,252.1,Refund Processed,31,Y,5,2022
268,267675,P004,M02,C0226,2024-08-13,5,Wrong Product Shipped,Exchange,90.0,8.26,98.26,Under Review,14,N,8,2024
269,296726,P001,M01,C0225,2022-10-26,42,Not As Described,Partial Return,535.5,25.33,560.83,Refund Processed,17,N,10,2022
270,104636,P012,M01,C0285,2024-06-17,9,Damaged in Transit,Partial Return,184.14,7.72,191.86,Refund Processed,27,Y,6,2024
271,15798,P030,M07,C0212,2022-12-23,6,Customs Rejected,Full Return,79.2,7.0,86.2,Pending Investigation,17,Y,12,2022
272,113042,P029,M05,C0274,2023-10-16,7,Wrong Product Shipped,Full Return,150.92,6.97,157.89,Under Review,15,N,10,2023
273,499351,P024,M01,C0155,2023-05-06,15,Customer Changed Mind,Full Return,470.4,46.53,516.93,Refund Processed,31,N,5,2023
274,415650,P027,M17,C0199,2023-11-21,7,Customer Changed Mind,Exchange,220.5,20.89,241.39,Refund Denied,27,N,11,2023
275,284994,P014,M01,C0032,2022-08-04,5,Customer Changed Mind,Full Return,116.4,7.09,123.49,Under Review,48,Y,8,2022
276,225893,P024,M01,C0250,2022-02-09,11,Damaged in Transit,Partial Return,344.96,22.68,367.64,Refund Processed,22,N,2,2022
277,235360,P033,M19,C0082,2024-04-18,14,Customer Changed Mind,Full Return,325.92,27.85,353.77,Refund Denied,23,Y,4,2024
278,465711,P039,M06,C0218,2023-07-19,9,Packaging Damaged,Full Return,414.0,39.74,453.74,Refund Denied,32,Y,7,2023
279,4020,P007,M01,C0244,2022-10-26,20,Damaged in Transit,Full Return,232.8,22.22,255.02,Pending Investigation,52,Y,10,2022
280,105333,P011,M03,C0200,2022-10-21,6,Damaged in Transit,Exchange,267.84,25.32,293.16,Refund Processed,14,Y,10,2022
281,279012,P024,M06,C0006,2024-01-17,11,Customer Changed Mind,Exchange,327.36,26.98,354.34,Pending Investigation,51,Y,1,2024
282,344907,P027,M01,C0158,2023-03-20,21,Damaged in Transit,Partial Return,735.0,39.87,774.87,Under Review,37,Y,3,2023
283,481804,P006,M01,C0222,2024-06-30,12,Customer Changed Mind,Exchange,192.0,14.99,206.99,Under Review,29,N,6,2024
284,74578,P010,M05,C0115,2022-10-22,5,Quality Below Expectation,Full Return,180.5,14.84,195.34,Replacement Sent,49,Y,10,2022
285,33690,P033,M01,C0065,2022-05-03,5,Damaged in Transit,Full Return,111.6,9.7,121.3,Refund Processed,51,Y,5,2022
286,7377,P023,M04,C0266,2024-06-19,26,Not As Described,Full Return,680.94,60.29,741.23,Replacement Sent,38,N,6,2024
287,248235,P004,M08,C0039,2022-02-23,4,Damaged in Transit,Full Return,66.96,4.54,71.5,Pending Investigation,52,Y,2,2022
288,160708,P031,M06,C0142,2022-04-13,7,Customer Changed Mind,Full Return,129.36,6.27,135.63,Replacement Sent,33,Y,4,2022
289,178588,P017,M03,C0101,2024-07-05,9,Quality Below Expectation,Partial Return,139.68,7.31,146.99,Replacement Sent,29,N,7,2024
290,349532,P009,M08,C0049,2022-07-22,10,Quality Below Expectation,Partial Return,176.7,12.95,189.65,Pending Investigation,19,Y,7,2022
291,376956,P011,M14,C0226,2023-06-30,14,Customer Changed Mind,Exchange,591.36,34.03,625.39,Refund Processed,27,N,6,2023
292,424714,P010,M03,C0112,2023-05-09,12,Wrong Product Shipped,Partial Return,456.0,25.46,481.46,Refund Processed,50,Y,5,2023
293,195116,P004,M01,C0259,2023-01-20,59,Wrong Product Shipped,Full Return,1008.9,84.78,1093.68,Refund Processed,32,Y,1,2023
294,447580,P037,M10,C0031,2024-08-02,4,Not As Described,Full Return,43.2,3.59,46.79,Refund Processed,24,N,8,2024
295,168234,P034,M16,C0064,2024-10-30,4,Packaging Damaged,Full Return,69.84,3.29,73.13,Refund Processed,16,Y,10,2024
296,353516,P023,M01,C0125,2023-01-12,6,Damaged in Transit,Full Return,150.66,14.78,165.44,Pending Investigation,34,N,1,2023
297,62455,P019,M17,C0008,2023-11-30,11,Wrong Product Shipped,Full Return,266.75,11.06,277.81,Under Review,36,Y,11,2023
298,321652,P015,M08,C0026,2025-01-12,8,Not As Described,Full Return,136.0,11.46,147.46,Under Review,29,N,1,2025
299,262753,P036,M05,C0246,2024-12-13,10,Not As Described,Partial Return,193.6,8.67,202.27,Refund Processed,16,Y,12,2024
300,286203,P026,M05,C0278,2024-07-17,16,Damaged in Transit,Full Return,896.0,59.38,955.38,Under Review,48,N,7,2024
301,378701,P040,M02,C0297,2024-01-31,8,Quality Below Expectation,Partial Return,544.0,29.03,573.03,Refund Processed,51,Y,1,2024
302,89315,P002,M02,C0285,2024-05-10,8,Packaging Damaged,Exchange,156.8,13.51,170.31,Refund Denied,19,Y,5,2024
303,484340,P002,M19,C0100,2023-01-27,5,Damaged in Transit,Full Return,97.0,4.01,101.01,Pending Investigation,36,Y,1,2023
304,409996,P010,M13,C0225,2022-05-12,10,Customs Rejected,Full Return,323.0,24.56,347.56,Replacement Sent,37,Y,5,2022
305,4819,P004,M06,C0053,2024-04-30,3,Damaged in Transit,Full Return,54.0,2.8,56.8,Refund Processed,40,N,4,2024
306,67,P006,M08,C0107,2024-03-31,10,Not As Described,Exchange,152.0,15.05,167.05,Replacement Sent,29,Y,3,2024
307,243083,P038,M10,C0180,2022-12-05,4,Damaged in Transit,Partial Return,100.0,5.14,105.14,Under Review,35,N,12,2022
308,298103,P027,M03,C0198,2025-02-07,5,Packaging Damaged,Partial Return,166.25,11.49,177.74,Refund Processed,44,N,2,2025
309,385826,P002,M07,C0249,2023-01-18,4,Quality Below Expectation,Full Return,72.0,6.62,78.62,Refund Processed,36,N,1,2023
310,90604,P004,M01,C0101,2024-10-04,17,Wrong Product Shipped,Full Return,299.88,23.06,322.94,Refund Processed,7,Y,10,2024
311,343368,P034,M09,C0061,2024-02-23,7,Wrong Product Shipped,Partial Return,126.0,9.46,135.46,Refund Processed,19,N,2,2024
312,275888,P013,M15,C0067,2022-02-18,9,Customer Changed Mind,Full Return,171.0,12.28,183.28,Pending Investigation,21,N,2,2022
313,322577,P028,M09,C0099,2022-05-21,10,Quality Below Expectation,Partial Return,232.8,20.05,252.85,Under Review,33,Y,5,2022
314,367710,P005,M02,C0120,2023-11-22,23,Quality Below Expectation,Exchange,568.1,31.23,599.33,Refund Processed,34,Y,11,2023
315,231708,P036,M06,C0295,2022-10-16,16,Wrong Product Shipped,Full Return,309.76,22.6,332.36,Refund Processed,46,Y,10,2022
316,362543,P024,M14,C0007,2022-08-30,3,Customer Changed Mind,Partial Return,96.0,8.99,104.99,Pending Investigation,36,Y,8,2022
317,354461,P025,M11,C0121,2023-07-05,3,Wrong Product Shipped,Exchange,88.2,4.17,92.37,Pending Investigation,27,Y,7,2023
318,185761,P023,M14,C0285,2022-04-25,5,Damaged in Transit,Full Return,118.8,9.19,127.99,Pending Investigation,31,Y,4,2022
319,269147,P037,M03,C0073,2023-07-28,20,Wrong Product Shipped,Partial Return,228.0,18.29,246.29,Refund Processed,15,N,7,2023
320,214542,P013,M01,C0252,2022-06-15,3,Wrong Product Shipped,Partial Return,60.0,5.78,65.78,Refund Processed,39,Y,6,2022
321,291969,P013,M01,C0256,2022-02-01,3,Damaged in Transit,Full Return,60.0,5.54,65.54,Refund Processed,30,Y,2,2022
322,281520,P028,M11,C0242,2022-05-16,6,Packaging Damaged,Full Return,144.0,10.35,154.35,Replacement Sent,49,Y,5,2022
323,86352,P023,M02,C0039,2024-01-02,5,Damaged in Transit,Partial Return,121.5,12.12,133.62,Under Review,24,Y,1,2024
324,368604,P008,M06,C0171,2024-04-03,4,Customer Changed Mind,Partial Return,52.08,4.9,56.98,Refund Processed,14,N,4,2024
325,210297,P008,M18,C0099,2024-07-30,4,Not As Described,Partial Return,54.32,3.17,57.49,Pending Investigation,24,Y,7,2024
326,476906,P003,M04,C0143,2022-06-27,19,Customer Changed Mind,Exchange,406.41,39.96,446.37,Refund Processed,52,Y,6,2022
327,21493,P008,M02,C0200,2023-02-13,8,Not As Described,Full Return,108.64,4.69,113.33,Under Review,15,N,2,2023
328,351149,P003,M09,C0262,2023-06-29,7,Packaging Damaged,Exchange,161.0,7.1,168.1,Refund Processed,23,Y,6,2023
329,208942,P003,M04,C0294,2022-09-05,8,Wrong Product Shipped,Exchange,161.92,10.72,172.64,Refund Processed,17,N,9,2022
330,411325,P022,M09,C0138,2025-01-05,21,Packaging Damaged,Full Return,295.68,12.56,308.24,Replacement Sent,33,Y,1,2025
331,57339,P004,M06,C0098,2024-12-08,10,Customer Changed Mind,Partial Return,174.6,7.55,182.15,Refund Processed,47,Y,12,2024
332,352664,P019,M01,C0300,2024-02-03,4,Customer Changed Mind,Full Return,100.0,4.6,104.6,Refund Processed,40,Y,2,2024
333,492835,P005,M02,C0211,2022-03-24,4,Quality Below Expectation,Partial Return,104.0,7.95,111.95,Replacement Sent,52,Y,3,2022
334,399667,P011,M12,C0288,2023-05-13,55,Damaged in Transit,Partial Return,2455.2,164.52,2619.72,Replacement Sent,23,Y,5,2023
335,226164,P026,M02,C0040,2024-12-17,5,Customer Changed Mind,Full Return,260.4,15.96,276.36,Under Review,24,N,12,2024
336,210859,P001,M13,C0122,2023-05-07,16,Not As Described,Full Return,240.0,15.55,255.55,Refund Processed,33,Y,5,2023
337,448215,P004,M02,C0279,2024-09-12,6,Quality Below Expectation,Full Return,97.2,4.66,101.86,Replacement Sent,35,Y,9,2024
338,309364,P033,M05,C0121,2023-01-13,9,Customer Changed Mind,Full Return,211.68,11.01,222.69,Refund Processed,28,N,1,2023
339,47227,P004,M14,C0196,2022-09-27,9,Quality Below Expectation,Exchange,153.9,10.24,164.14,Refund Processed,8,N,9,2022
340,16317,P008,M07,C0150,2023-04-28,8,Wrong Product Shipped,Exchange,100.8,9.39,110.19,Under Review,38,N,4,2023
341,274684,P004,M01,C0258,2022-10-11,9,Not As Described,Exchange,158.76,6.74,165.5,Refund Processed,21,N,10,2022
342,186337,P034,M02,C0088,2022-08-19,17,Customs Rejected,Exchange,290.7,25.49,316.19,Refund Denied,39,Y,8,2022
343,351428,P010,M06,C0065,2023-02-28,4,Damaged in Transit,Exchange,152.0,11.52,163.52,Pending Investigation,42,N,2,2023
344,7764,P014,M04,C0193,2025-01-03,6,Not As Described,Full Return,129.6,7.11,136.71,Refund Processed,21,Y,1,2025
345,109664,P004,M11,C0132,2024-03-17,4,Damaged in Transit,Partial Return,61.2,3.55,64.75,Under Review,9,N,3,2024
346,300624,P014,M07,C0271,2022-04-10,13,Packaging Damaged,Full Return,280.8,27.27,308.07,Refund Processed,9,Y,4,2022
347,223608,P011,M13,C0103,2024-06-07,10,Damaged in Transit,Full Return,480.0,22.89,502.89,Refund Processed,19,N,6,2024
348,496502,P024,M02,C0236,2022-03-14,7,Damaged in Transit,Full Return,201.6,8.72,210.32,Pending Investigation,12,Y,3,2022
349,471278,P005,M04,C0247,2024-07-05,5,Not As Described,Full Return,123.5,9.21,132.71,Refund Denied,27,N,7,2024
350,464991,P030,M06,C0161,2022-05-09,6,Wrong Product Shipped,Full Return,87.3,8.39,95.69,Refund Processed,20,Y,5,2022
351,62111,P014,M03,C0162,2024-02-13,19,Damaged in Transit,Partial Return,442.32,38.04,480.36,Refund Processed,27,N,2,2024
352,16671,P004,M01,C0055,2023-03-14,11,Quality Below Expectation,Full Return,198.0,18.81,216.81,Refund Denied,41,Y,3,2023
353,19213,P007,M02,C0256,2024-11-18,8,Customer Changed Mind,Partial Return,91.2,5.09,96.29,Replacement Sent,44,Y,11,2024
354,353149,P036,M02,C0124,2023-09-14,5,Packaging Damaged,Partial Return,104.5,5.26,109.76,Refund Denied,52,Y,9,2023
355,206765,P039,M01,C0261,2022-05-30,4,Wrong Product Shipped,Full Return,174.8,8.1,182.9,Refund Processed,23,Y,5,2022
356,269499,P002,M03,C0279,2022-09-26,7,Customer Changed Mind,Full Return,140.0,13.54,153.54,Refund Processed,31,N,9,2022
357,29379,P036,M07,C0162,2022-05-25,14,Damaged in Transit,Full Return,308.0,23.14,331.14,Refund Processed,34,Y,5,2022
358,53677,P031,M06,C0016,2023-11-06,3,Wrong Product Shipped,Exchange,59.85,3.92,63.77,Under Review,29,Y,11,2023
359,128338,P036,M01,C0045,2023-10-04,16,Customer Changed Mind,Full Return,334.4,31.78,366.18,Refund Processed,49,Y,10,2023
360,153372,P019,M05,C0206,2022-05-29,7,Damaged in Transit,Partial Return,166.25,15.73,181.98,Replacement Sent,24,Y,5,2022
361,299390,P037,M02,C0111,2024-12-27,5,Damaged in Transit,Full Return,60.0,4.47,64.47,Refund Denied,30,N,12,2024
362,336868,P014,M03,C0174,2022-08-15,6,Wrong Product Shipped,Full Return,129.6,9.25,138.85,Refund Processed,10,Y,8,2022
363,447397,P014,M02,C0254,2024-10-19,22,Damaged in Transit,Partial Return,528.0,42.84,570.84,Refund Processed,14,Y,10,2024
364,404807,P010,M04,C0174,2023-07-11,12,Quality Below Expectation,Full Return,387.6,16.29,403.89,Pending Investigation,51,Y,7,2023
365,319655,P036,M05,C0028,2022-05-12,9,Wrong Product Shipped,Full Return,184.14,9.19,193.33,Pending Investigation,19,N,5,2022
366,351668,P032,M10,C0291,2024-03-19,4,Quality Below Expectation,Full Return,128.04,7.59,135.63,Refund Processed,39,Y,3,2024
367,162628,P021,M03,C0117,2023-10-29,16,Wrong Product Shipped,Full Return,288.0,11.62,299.62,Refund Processed,30,Y,10,2023
368,221990,P008,M12,C0068,2022-08-09,3,Packaging Damaged,Partial Return,39.9,2.96,42.86,Pending Investigation,37,N,8,2022
369,178305,P012,M04,C0114,2024-07-12,43,Quality Below Expectation,Partial Return,927.08,80.89,1007.97,Pending Investigation,21,Y,7,2024
370,32500,P020,M09,C0256,2023-04-08,12,Customer Changed Mind,Partial Return,232.32,17.81,250.13,Refund Processed,23,Y,4,2023
371,345152,P027,M01,C0009,2024-09-14,6,Wrong Product Shipped,Full Return,199.5,15.45,214.95,Replacement Sent,37,N,9,2024
372,291828,P029,M01,C0109,2024-11-22,5,Quality Below Expectation,Partial Return,102.3,7.8,110.1,Pending Investigation,10,Y,11,2024
