country,region,category,product_name,total_shipments,avg_fob_per_unit_usd,avg_freight_per_unit_usd,avg_insurance_per_unit_usd,avg_customs_per_unit_usd,avg_port_per_unit_usd,avg_lastmile_per_unit_usd,avg_demurrage_per_unit_usd,avg_total_lc_per_unit_usd,avg_exporter_margin_per_unit_usd,avg_exporter_margin_pct,avg_lc_fob_ratio,freight_pct_of_lc,customs_pct_of_lc,lastmile_pct_of_lc,total_demurrage_usd,route_efficiency
UAE,Middle East,Kitchen,Ceramic Dinner Set 12pc,522,46.1297,0.8,0.4613,2.3696,1.0261,0.28,0.2543,51.3209,44.8684,97.26,1.1126,1.6,4.6,0.5,11841.34,Efficient Route
Germany,Europe,Garden,Terracotta Planter Large,173,22.9193,0.756,0.2292,0.0,0.9845,0.32,0.2905,25.4995,21.9341,95.7,1.1126,3.0,0.0,1.3,4339.56,Efficient Route
France,Europe,Decor,Macrame Wall Hanging Small,168,17.4139,0.168,0.1741,0.0,1.089,0.32,0.2089,19.374,17.0718,98.03,1.1125,0.9,0.0,1.7,2707.29,Efficient Route
USA,North America,Textiles,Kantha Quilt Throw Blanket,795,36.4977,0.576,0.365,1.4975,1.0172,0.35,0.2991,40.6025,35.5567,97.42,1.1125,1.4,3.7,0.9,20512.87,Efficient Route
New Zealand,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,76,36.63,0.42,0.3663,1.8708,0.9724,0.25,0.2309,40.7403,35.8437,97.85,1.1124,1.0,4.6,0.6,1414.12,Efficient Route
Japan,Asia Pacific,Storage,Jute Cotton Laundry Basket,43,17.4223,0.2625,0.1742,0.0,1.008,0.25,0.2643,19.3813,16.9856,97.49,1.1123,1.4,0.0,1.3,842.08,Efficient Route
Singapore,Asia Pacific,Decor,Macrame Wall Hanging Small,230,17.3176,0.14,0.1732,0.0,1.0564,0.25,0.3205,19.2577,17.0044,98.19,1.1123,0.7,0.0,1.3,5654.32,Efficient Route
France,Europe,Storage,Handwoven Jute Storage Basket Large,159,19.2516,0.378,0.1925,0.0,0.9746,0.32,0.2844,21.4011,18.6811,97.03,1.1122,1.8,0.0,1.5,3949.58,Efficient Route
Sweden,Europe,Garden,Terracotta Planter Set of 3,46,19.3565,0.546,0.1936,0.0,1.0037,0.32,0.0989,21.5187,18.617,96.18,1.112,2.5,0.0,1.5,357.96,Efficient Route
Ireland,Europe,Decor,Hand Painted Wooden Bowl,23,15.4296,0.231,0.1543,0.0,0.9471,0.32,0.0644,17.1464,15.0442,97.5,1.1119,1.3,0.0,1.9,191.16,Efficient Route
Sweden,Europe,Decor,Macrame Plant Hanger Set of 3,53,15.3872,0.147,0.1539,0.0,0.9902,0.32,0.1064,17.1046,15.0863,98.04,1.1118,0.9,0.0,1.9,429.74,Efficient Route
Kuwait,Middle East,Kitchen,Ceramic Dinner Set 12pc,70,46.5189,0.8,0.4652,2.3892,0.9853,0.28,0.2716,51.7102,45.2537,97.28,1.1118,1.5,4.6,0.5,1703.64,Efficient Route
Kuwait,Middle East,Textiles,Hand Block Print Bedsheet Set,92,44.205,0.576,0.4421,2.2612,1.0687,0.28,0.3021,49.135,43.1869,97.69,1.1115,1.2,4.6,0.6,1909.53,Efficient Route
Netherlands,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,113,18.245,0.189,0.1825,0.0,1.0498,0.32,0.2824,20.2687,17.8736,97.96,1.1114,0.9,0.0,1.6,2945.59,Efficient Route
USA,North America,Rugs,Jute Braided Area Rug 4x6ft,782,53.8832,1.536,0.5388,2.2383,1.0214,0.35,0.2846,59.8523,51.8083,96.14,1.1109,2.6,3.7,0.6,18074.18,Efficient Route
Ireland,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,40,18.3873,0.189,0.1839,0.0,1.0681,0.32,0.2729,20.4211,18.0144,97.97,1.1109,0.9,0.0,1.6,642.09,Efficient Route
Australia,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,241,46.1417,0.875,0.4614,2.3739,0.9377,0.25,0.206,51.2458,44.8053,97.1,1.1108,1.7,4.6,0.5,4547.19,Efficient Route
Spain,Europe,Storage,Handwoven Jute Storage Basket Large,67,19.2,0.378,0.192,0.0,0.9026,0.32,0.3267,21.3193,18.63,97.03,1.1105,1.8,0.0,1.5,2250.68,Efficient Route
Singapore,Asia Pacific,Garden,Terracotta Planter Set of 3,145,19.1697,0.455,0.1917,0.0,1.0287,0.25,0.1805,21.2755,18.523,96.62,1.1102,2.1,0.0,1.2,2221.32,Efficient Route
Portugal,Europe,Decor,Recycled Glass Vase Set of 2,29,20.3555,0.399,0.2035,0.0,0.9631,0.32,0.3429,22.5841,19.753,97.04,1.1102,1.8,0.0,1.4,701.8,Efficient Route
Japan,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,44,16.3239,0.1925,0.1632,0.0,0.9127,0.25,0.2675,18.1099,15.9682,97.82,1.1101,1.1,0.0,1.4,859.6,Efficient Route
Australia,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,232,44.2948,0.63,0.4429,2.2684,1.0017,0.25,0.2737,49.1616,43.2219,97.58,1.11,1.3,4.6,0.5,5294.06,Efficient Route
Sweden,Europe,Decor,Recycled Glass Vase Set of 2,54,20.3856,0.399,0.2038,0.0,0.944,0.32,0.3724,22.6248,19.7827,97.04,1.1099,1.8,0.0,1.4,1633.02,Efficient Route
Portugal,Europe,Kitchen,Ceramic Mug Set of 4,18,21.6211,0.357,0.2162,0.0,1.0035,0.32,0.4853,24.003,21.0479,97.35,1.1099,1.5,0.0,1.3,562.05,Efficient Route
Australia,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,239,53.9967,1.12,0.54,2.7828,1.0427,0.25,0.1909,59.9231,52.3367,96.92,1.1099,1.9,4.6,0.4,4338.39,Efficient Route
Singapore,Asia Pacific,Decor,Hand Painted Wooden Tray,141,17.2991,0.245,0.173,0.0,1.0118,0.25,0.214,19.1929,16.8812,97.58,1.1098,1.3,0.0,1.3,2631.51,Efficient Route
Germany,Europe,Decor,Recycled Glass Vase Set of 2,175,20.2584,0.399,0.2026,0.0,1.0084,0.32,0.2857,22.4741,19.6568,97.03,1.1097,1.8,0.0,1.4,3801.14,Efficient Route
Spain,Europe,Storage,Jute Cotton Laundry Basket,43,17.3553,0.315,0.1736,0.0,1.0087,0.32,0.0817,19.2543,16.8668,97.18,1.1094,1.6,0.0,1.7,232.94,Efficient Route
Netherlands,Europe,Garden,Terracotta Planter Large,87,22.9821,0.756,0.2298,0.0,1.0191,0.32,0.1897,25.4966,21.9963,95.71,1.1094,3.0,0.0,1.3,1932.51,Efficient Route
UK,Europe,Decor,Recycled Glass Vase Set of 2,260,20.2149,0.399,0.2022,0.0,0.9541,0.32,0.3372,22.4274,19.6138,97.02,1.1093,1.8,0.0,1.4,7561.07,Efficient Route
New Zealand,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,86,44.0691,0.63,0.4407,2.257,0.9405,0.25,0.2947,48.8819,42.9984,97.57,1.1092,1.3,4.6,0.5,2169.94,Efficient Route
Netherlands,Europe,Kitchen,Teak Wood Cheese Board,71,22.8777,0.357,0.2288,0.0,1.0806,0.32,0.5117,25.3757,22.292,97.44,1.1089,1.4,0.0,1.3,2862.88,Efficient Route
Ireland,Europe,Decor,Macrame Wall Hanging Small,34,17.2535,0.168,0.1725,0.0,1.0247,0.32,0.1835,19.1222,16.913,98.03,1.1089,0.9,0.0,1.7,593.34,Efficient Route
Sweden,Europe,Decor,Brass Tealight Holder Set of 4,49,21.3535,0.273,0.2135,0.0,1.1352,0.32,0.3716,23.6668,20.8669,97.72,1.1088,1.2,0.0,1.4,2263.92,Efficient Route
New Zealand,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,75,46.2976,0.875,0.463,2.3818,0.987,0.25,0.082,51.3364,44.9596,97.11,1.1088,1.7,4.6,0.5,411.6,Efficient Route
Kuwait,Middle East,Rugs,Jute Braided Area Rug 4x6ft,68,53.5706,1.024,0.5357,2.7565,1.0276,0.28,0.1898,59.3842,52.0109,97.09,1.1087,1.7,4.6,0.5,892.7,Efficient Route
Italy,Europe,Kitchen,Ceramic Mug Set of 4,38,21.3632,0.357,0.2136,0.0,1.0494,0.32,0.3691,23.6723,20.7925,97.33,1.1086,1.5,0.0,1.4,1398.4,Efficient Route
UAE,Middle East,Rugs,Jute Braided Area Rug 4x6ft,540,53.8596,1.024,0.5386,2.7711,1.0181,0.28,0.2107,59.7021,52.297,97.1,1.1086,1.7,4.6,0.5,9393.74,Efficient Route
UAE,Middle East,Textiles,Hand Block Print Bedsheet Set,564,44.1861,0.576,0.4419,2.2602,1.0,0.28,0.2324,48.9765,43.1682,97.69,1.1085,1.2,4.6,0.6,10821.5,Efficient Route
Italy,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,54,16.298,0.231,0.163,0.0,0.9331,0.32,0.1111,18.0562,15.904,97.58,1.1082,1.3,0.0,1.8,547.52,Efficient Route
Japan,Asia Pacific,Decor,Macrame Wall Hanging Small,72,17.2225,0.14,0.1722,0.0,1.0323,0.25,0.2671,19.0842,16.9103,98.19,1.1081,0.7,0.0,1.3,1665.15,Efficient Route
Singapore,Asia Pacific,Decor,Recycled Glass Vase Set of 2,165,20.132,0.3325,0.2013,0.0,1.1011,0.25,0.2839,22.3008,19.5982,97.35,1.108,1.5,0.0,1.1,3663.06,Efficient Route
Germany,Europe,Decor,Macrame Wall Hanging Small,241,17.3734,0.168,0.1737,0.0,1.0074,0.32,0.2053,19.2478,17.0316,98.03,1.108,0.9,0.0,1.7,4826.63,Efficient Route
USA,North America,Textiles,Hand Block Print Bedsheet Set,764,44.1558,0.864,0.4416,1.8185,1.0056,0.35,0.279,48.9143,42.8502,97.04,1.1079,1.8,3.7,0.7,17697.43,Efficient Route
Japan,Asia Pacific,Decor,Handmade Soy Candle Set of 3,52,15.3385,0.1925,0.1534,0.0,1.0276,0.25,0.0234,16.9853,14.9926,97.74,1.1078,1.1,0.0,1.5,197.03,Efficient Route
France,Europe,Garden,Terracotta Planter Large,103,23.0377,0.756,0.2304,0.0,0.9949,0.32,0.177,25.5159,22.0513,95.71,1.1078,3.0,0.0,1.3,1875.03,Efficient Route
Ireland,Europe,Decor,Hand Painted Wooden Tray,23,17.3348,0.294,0.1733,0.0,1.0734,0.32,0.0,19.1955,16.8674,97.3,1.1077,1.5,0.0,1.7,0.0,Efficient Route
New Zealand,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,69,54.0603,1.12,0.5406,2.786,0.9799,0.25,0.1295,59.8663,52.3997,96.93,1.1074,1.9,4.7,0.4,1299.21,Efficient Route
Japan,Asia Pacific,Kitchen,Bamboo Serving Tray Large,37,15.4854,0.2625,0.1549,0.0,0.9301,0.25,0.0657,17.1485,15.0681,97.3,1.1073,1.5,0.0,1.5,231.03,Efficient Route
Saudi Arabia,Middle East,Furniture,Cane Rattan Side Table,125,65.416,1.12,0.6542,3.6955,1.0079,0.28,0.2513,72.4249,63.6418,97.29,1.1072,1.5,5.1,0.4,2458.04,Efficient Route
Sweden,Europe,Storage,Handwoven Jute Storage Basket Large,65,19.1754,0.378,0.1918,0.0,0.9847,0.32,0.1759,21.2257,18.6056,97.02,1.1071,1.8,0.0,1.5,1283.97,Efficient Route
Singapore,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,221,19.2072,0.315,0.1921,0.0,1.0253,0.25,0.2619,21.2515,18.7002,97.36,1.107,1.5,0.0,1.2,4386.85,Efficient Route
UK,Europe,Storage,Woven Seagrass Floor Basket,264,22.148,0.462,0.2215,0.0,1.0704,0.32,0.2885,24.5104,21.4645,96.91,1.1067,1.9,0.0,1.3,5188.92,Efficient Route
Sweden,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,68,18.1897,0.189,0.1819,0.0,0.9806,0.32,0.2599,20.121,17.8188,97.96,1.1067,0.9,0.0,1.6,2009.31,Efficient Route
Netherlands,Europe,Decor,Brass Tealight Holder Set of 4,79,21.159,0.273,0.2116,0.0,1.0476,0.32,0.3983,23.4095,20.6744,97.71,1.1065,1.2,0.0,1.4,2792.05,Efficient Route
Italy,Europe,Storage,Handwoven Jute Storage Basket Large,69,19.2348,0.378,0.1923,0.0,0.9644,0.32,0.1831,21.2726,18.6644,97.03,1.1064,1.8,0.0,1.5,872.57,Efficient Route
Australia,Asia Pacific,Furniture,Cane Rattan Side Table,166,65.3414,1.225,0.6534,3.361,1.0053,0.25,0.4457,72.2818,63.463,97.12,1.1063,1.7,4.7,0.3,4951.0,Efficient Route
Singapore,Asia Pacific,Kitchen,Ceramic Mug Set of 4,149,21.1259,0.2975,0.2113,0.0,1.0509,0.25,0.431,23.3665,20.6171,97.59,1.1062,1.3,0.0,1.1,4981.01,Efficient Route
Germany,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,225,18.2282,0.189,0.1823,0.0,1.0186,0.32,0.2215,20.1596,17.8569,97.96,1.106,0.9,0.0,1.6,4948.32,Efficient Route
Ireland,Europe,Storage,Handwoven Jute Storage Basket Large,31,19.0387,0.378,0.1904,0.0,1.0683,0.32,0.0506,21.046,18.4703,97.01,1.1059,1.8,0.0,1.5,193.0,Efficient Route
Ireland,Europe,Decor,Macrame Plant Hanger Set of 3,18,15.1822,0.147,0.1518,0.0,0.9896,0.32,0.0,16.7906,14.8834,98.03,1.1058,0.9,0.0,1.9,0.0,Efficient Route
France,Europe,Storage,Woven Seagrass Floor Basket,99,22.1358,0.462,0.2214,0.0,1.084,0.32,0.2417,24.4649,21.4524,96.91,1.1053,1.9,0.0,1.3,1434.33,Efficient Route
France,Europe,Kitchen,Ceramic Mug Set of 4,82,21.1629,0.357,0.2116,0.0,0.9368,0.32,0.4001,23.3885,20.5943,97.31,1.1053,1.5,0.0,1.4,2815.87,Efficient Route
Sweden,Europe,Decor,Macrame Wall Hanging Small,58,17.1341,0.168,0.1713,0.0,0.9555,0.32,0.1888,18.9378,16.7948,98.02,1.1052,0.9,0.0,1.7,858.51,Efficient Route
Spain,Europe,Decor,Brass Tealight Holder Set of 4,50,21.1552,0.273,0.2116,0.0,1.001,0.32,0.4165,23.3773,20.6707,97.71,1.1051,1.2,0.0,1.4,1727.5,Efficient Route
UK,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,397,18.2079,0.189,0.1821,0.0,0.9957,0.32,0.2193,20.1141,17.8369,97.96,1.1047,0.9,0.0,1.6,7632.47,Efficient Route
Italy,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,69,18.4107,0.189,0.1841,0.0,0.9667,0.32,0.2601,20.3307,18.0376,97.97,1.1047,0.9,0.0,1.6,1780.96,Efficient Route
Portugal,Europe,Kitchen,Bamboo Cutting Board Set of 3,16,16.4688,0.378,0.1647,0.0,0.8574,0.32,0.0,18.1888,15.926,96.7,1.1045,2.1,0.0,1.8,0.0,Efficient Route
France,Europe,Decor,Brass Tealight Holder Set of 4,111,21.0546,0.273,0.2106,0.0,1.0741,0.32,0.3206,23.2528,20.571,97.7,1.1044,1.2,0.0,1.4,2484.36,Efficient Route
Spain,Europe,Garden,Terracotta Planter Set of 3,44,19.1682,0.546,0.1917,0.0,0.8402,0.32,0.1036,21.1697,18.4305,96.15,1.1043,2.6,0.0,1.5,490.49,Efficient Route
Portugal,Europe,Garden,Terracotta Planter Large,27,23.0667,0.756,0.2307,0.0,0.9888,0.32,0.1008,25.4629,22.08,95.71,1.1042,3.0,0.0,1.3,149.75,Efficient Route
Kuwait,Middle East,Furniture,Cane Rattan Side Table,53,65.5623,1.12,0.6556,3.3669,1.0519,0.28,0.3344,72.371,63.7866,97.29,1.104,1.6,4.7,0.4,1673.68,Efficient Route
Singapore,Asia Pacific,Garden,Terracotta Planter Large,160,23.1225,0.63,0.2312,0.0,1.012,0.25,0.2697,25.5154,22.2613,96.27,1.1039,2.5,0.0,1.0,3591.4,Efficient Route
Netherlands,Europe,Decor,Recycled Glass Vase Set of 2,67,20.0534,0.399,0.2005,0.0,0.9551,0.32,0.2011,22.1292,19.4539,97.01,1.1034,1.8,0.0,1.5,673.72,Efficient Route
Ireland,Europe,Kitchen,Ceramic Mug Set of 4,29,20.9228,0.357,0.2092,0.0,0.958,0.32,0.3214,23.0884,20.3565,97.29,1.1032,1.6,0.0,1.4,627.92,Efficient Route
Japan,Asia Pacific,Decor,Recycled Glass Vase Set of 2,46,20.2011,0.3325,0.202,0.0,0.9072,0.25,0.375,22.2678,19.6666,97.35,1.103,1.5,0.0,1.1,1916.17,Efficient Route
UAE,Middle East,Furniture,Cane Rattan Side Table,395,65.2972,1.12,0.653,3.3535,1.0342,0.28,0.2782,72.0161,63.5242,97.28,1.1029,1.6,4.7,0.4,9595.3,Efficient Route
Netherlands,Europe,Storage,Woven Seagrass Floor Basket,82,22.108,0.462,0.2211,0.0,1.045,0.32,0.2176,24.3737,21.425,96.91,1.1026,1.9,0.0,1.3,1514.89,Efficient Route
Italy,Europe,Kitchen,Teak Wood Cheese Board,52,22.7492,0.357,0.2275,0.0,1.0715,0.32,0.3493,25.0745,22.1647,97.43,1.1025,1.4,0.0,1.3,1575.8,Efficient Route
Ireland,Europe,Kitchen,Copper Water Bottle 750ml,31,20.9639,0.1596,0.2096,0.0,1.182,0.32,0.2699,23.1051,20.5946,98.24,1.1025,0.7,0.0,1.4,625.89,Efficient Route
New Zealand,Asia Pacific,Furniture,Cane Rattan Side Table,48,64.5717,1.225,0.6457,3.3221,1.0446,0.25,0.1134,71.1725,62.701,97.1,1.1021,1.7,4.7,0.4,596.38,Efficient Route
USA,North America,Furniture,Cane Rattan Side Table,517,65.451,1.68,0.6545,2.7114,1.0087,0.35,0.2725,72.1281,63.1165,96.43,1.1021,2.3,3.8,0.5,12457.27,Efficient Route
Italy,Europe,Decor,Recycled Glass Vase Set of 2,48,20.0725,0.399,0.2007,0.0,0.9823,0.32,0.1472,22.1216,19.4728,97.01,1.1019,1.8,0.0,1.5,602.97,Efficient Route
Japan,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,81,19.3086,0.315,0.1931,0.0,0.9731,0.25,0.2347,21.2745,18.8006,97.37,1.1019,1.5,0.0,1.2,2500.35,Efficient Route
Netherlands,Europe,Decor,Warli Art Wall Plate Set of 3,66,23.1527,0.378,0.2315,0.0,1.0961,0.32,0.3317,25.51,22.5432,97.37,1.1018,1.5,0.0,1.3,1360.39,Efficient Route
Spain,Europe,Decor,Warli Art Wall Plate Set of 3,48,22.8,0.378,0.228,0.0,0.9965,0.32,0.3942,25.1167,22.194,97.34,1.1014,1.5,0.0,1.3,1268.62,Efficient Route
Sweden,Europe,Kitchen,Copper Water Bottle 750ml,51,21.2322,0.1596,0.2123,0.0,1.006,0.32,0.4579,23.388,20.8602,98.25,1.1013,0.7,0.0,1.4,1949.0,Efficient Route
Italy,Europe,Decor,Madhubani Art Canvas Print Large,65,21.1302,0.147,0.2113,0.0,1.1177,0.32,0.3309,23.257,20.7719,98.3,1.1007,0.6,0.0,1.4,1874.55,Efficient Route
Ireland,Europe,Storage,Woven Seagrass Floor Basket,25,22.172,0.462,0.2217,0.0,1.0183,0.32,0.204,24.398,21.4883,96.91,1.1007,1.9,0.0,1.3,644.57,Efficient Route
France,Europe,Decor,Jute Rope Mirror Frame Round,82,24.0488,0.357,0.2405,0.0,1.0641,0.32,0.4318,26.4621,23.4513,97.51,1.1005,1.4,0.0,1.2,2498.91,Efficient Route
Italy,Europe,Decor,Warli Art Wall Plate Set of 3,57,23.04,0.378,0.2304,0.0,1.1374,0.32,0.2486,25.3544,22.4316,97.36,1.1004,1.5,0.0,1.3,1064.96,Efficient Route
Netherlands,Europe,Kitchen,Ceramic Mug Set of 4,78,21.1369,0.357,0.2114,0.0,1.0372,0.32,0.1963,23.2588,20.5686,97.31,1.1002,1.5,0.0,1.4,1741.81,Efficient Route
Germany,Europe,Kitchen,Teak Wood Cheese Board,149,23.0851,0.357,0.2308,0.0,1.0316,0.32,0.3686,25.3931,22.4973,97.45,1.1001,1.4,0.0,1.3,4121.68,Efficient Route
Japan,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,57,22.9263,0.315,0.2293,0.0,1.0068,0.25,0.4877,25.2151,22.3821,97.62,1.1001,1.3,0.0,1.0,1742.62,Efficient Route
Netherlands,Europe,Decor,Macrame Wall Hanging Small,91,17.2404,0.168,0.1724,0.0,0.9523,0.32,0.1071,18.9603,16.9,98.02,1.0999,0.9,0.0,1.7,819.35,Efficient Route
Germany,Europe,Decor,Madhubani Art Canvas Print Large,245,21.2026,0.147,0.212,0.0,1.0164,0.32,0.4218,23.3199,20.8436,98.31,1.0999,0.6,0.0,1.4,7931.86,Efficient Route
Germany,Europe,Kitchen,Ceramic Mug Set of 4,140,21.1561,0.357,0.2116,0.0,1.0042,0.32,0.2068,23.2557,20.5876,97.31,1.0998,1.5,0.0,1.4,3494.53,Efficient Route
UK,Europe,Kitchen,Ceramic Mug Set of 4,253,21.213,0.357,0.2121,0.0,1.0166,0.32,0.2015,23.3203,20.6439,97.31,1.0995,1.5,0.0,1.4,4443.66,Efficient Route
Sweden,Europe,Garden,Terracotta Planter Large,50,23.0688,0.756,0.2307,0.0,0.8796,0.32,0.0957,25.3508,22.0821,95.72,1.0992,3.0,0.0,1.3,375.72,Efficient Route
Ireland,Europe,Decor,Recycled Glass Vase Set of 2,24,20.1075,0.399,0.2011,0.0,0.8957,0.32,0.165,22.0883,19.5074,97.01,1.0989,1.8,0.0,1.5,452.72,Efficient Route
Ireland,Europe,Lighting,Rattan Pendant Lamp Shade,30,25.956,0.336,0.2596,0.0,1.0531,0.32,0.5952,28.5199,25.3604,97.7,1.0986,1.2,0.0,1.1,1207.18,Efficient Route
Netherlands,Europe,Kitchen,Copper Water Bottle 750ml,67,20.9263,0.1596,0.2093,0.0,1.1024,0.32,0.2613,22.9788,20.5574,98.24,1.0983,0.7,0.0,1.4,1373.28,Efficient Route
Spain,Europe,Kitchen,Teak Wood Cheese Board,46,23.2852,0.357,0.2329,0.0,1.1345,0.32,0.2356,25.5651,22.6954,97.47,1.0981,1.4,0.0,1.3,864.45,Efficient Route
Spain,Europe,Decor,Recycled Glass Vase Set of 2,57,20.0753,0.399,0.2007,0.0,0.9378,0.32,0.1119,22.0447,19.4755,97.01,1.0981,1.8,0.0,1.5,681.93,Efficient Route
France,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,153,18.1941,0.189,0.1819,0.0,1.0409,0.32,0.0478,19.9736,17.8231,97.96,1.098,0.9,0.0,1.6,714.63,Efficient Route
UK,Europe,Decor,Warli Art Wall Plate Set of 3,262,23.0217,0.378,0.2302,0.0,1.0214,0.32,0.3052,25.2765,22.4135,97.36,1.098,1.5,0.0,1.3,6626.9,Efficient Route
Singapore,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,209,18.2327,0.1575,0.1823,0.0,1.0409,0.25,0.1521,20.0155,17.8929,98.13,1.0977,0.8,0.0,1.3,2607.38,Efficient Route
Ireland,Europe,Decor,Warli Art Wall Plate Set of 3,26,23.1323,0.378,0.2313,0.0,0.957,0.32,0.3816,25.4003,22.523,97.36,1.0977,1.5,0.0,1.3,503.8,Efficient Route
Germany,Europe,Decor,Brass Tealight Holder Set of 4,146,21.221,0.273,0.2122,0.0,0.9862,0.32,0.2711,23.2834,20.7358,97.71,1.0973,1.2,0.0,1.4,3065.49,Efficient Route
Ireland,Europe,Decor,Brass Tealight Holder Set of 4,26,21.1115,0.273,0.2111,0.0,1.0884,0.32,0.1658,23.1699,20.6274,97.7,1.0973,1.2,0.0,1.4,370.31,Efficient Route
France,Europe,Decor,Warli Art Wall Plate Set of 3,99,23.1006,0.378,0.231,0.0,1.0013,0.32,0.3121,25.343,22.4916,97.36,1.097,1.5,0.0,1.3,2791.38,Efficient Route
UK,Europe,Kitchen,Copper Water Bottle 750ml,260,21.1471,0.1596,0.2115,0.0,1.0548,0.32,0.3033,23.1962,20.776,98.24,1.097,0.7,0.0,1.4,6237.02,Efficient Route
Portugal,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,28,18.3011,0.189,0.183,0.0,0.8994,0.32,0.186,20.0786,17.9291,97.97,1.097,0.9,0.0,1.6,572.98,Efficient Route
Sweden,Europe,Storage,Woven Seagrass Floor Basket,60,22.1758,0.462,0.2218,0.0,1.0299,0.32,0.1124,24.322,21.4921,96.91,1.0969,1.9,0.0,1.3,1224.2,Efficient Route
Portugal,Europe,Storage,Woven Seagrass Floor Basket,34,21.9447,0.462,0.2194,0.0,1.0079,0.32,0.1074,24.0614,21.2633,96.89,1.0968,1.9,0.0,1.3,498.19,Efficient Route
Sweden,Europe,Kitchen,Teak Wood Cheese Board,50,22.8672,0.357,0.2287,0.0,0.9836,0.32,0.2916,25.0481,22.2815,97.44,1.0962,1.4,0.0,1.3,1802.08,Efficient Route
Spain,Europe,Kitchen,Copper Water Bottle 750ml,44,21.185,0.1596,0.2119,0.0,0.9991,0.32,0.3463,23.2218,20.8136,98.25,1.0962,0.7,0.0,1.4,1403.72,Efficient Route
Japan,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,79,18.2376,0.1575,0.1824,0.0,1.0472,0.25,0.0973,19.972,17.8977,98.13,1.0955,0.8,0.0,1.3,437.02,Efficient Route
UK,Europe,Decor,Jute Rope Mirror Frame Round,239,24.0785,0.357,0.2408,0.0,1.016,0.32,0.3558,26.3681,23.4807,97.52,1.0953,1.4,0.0,1.2,7285.46,Efficient Route
Germany,Europe,Decor,Warli Art Wall Plate Set of 3,176,23.1464,0.378,0.2315,0.0,0.9648,0.32,0.3016,25.3422,22.5369,97.36,1.0952,1.5,0.0,1.3,4814.41,Efficient Route
Ireland,Europe,Decor,Madhubani Art Canvas Print Large,39,21.1708,0.147,0.2117,0.0,1.0233,0.32,0.32,23.1928,20.812,98.3,1.0951,0.6,0.0,1.4,844.55,Efficient Route
Spain,Europe,Decor,Jute Rope Mirror Frame Round,48,23.9896,0.357,0.2399,0.0,1.1142,0.32,0.2481,26.2688,23.3927,97.51,1.095,1.4,0.0,1.2,951.71,Efficient Route
Ireland,Europe,Kitchen,Teak Wood Cheese Board,26,23.1692,0.357,0.2317,0.0,1.0222,0.32,0.2775,25.3777,22.5806,97.46,1.0948,1.4,0.0,1.3,405.16,Efficient Route
Italy,Europe,Decor,Brass Tealight Holder Set of 4,52,21.1538,0.273,0.2115,0.0,0.9821,0.32,0.2123,23.1528,20.6693,97.71,1.0945,1.2,0.0,1.4,668.42,Efficient Route
Sweden,Europe,Kitchen,Ceramic Mug Set of 4,48,21.2621,0.357,0.2126,0.0,0.9085,0.32,0.2039,23.2641,20.6925,97.32,1.0941,1.5,0.0,1.4,1234.75,Efficient Route
France,Europe,Kitchen,Teak Wood Cheese Board,107,23.2307,0.357,0.2323,0.0,1.0433,0.32,0.233,25.4163,22.6414,97.46,1.094,1.4,0.0,1.3,2211.8,Efficient Route
Japan,Asia Pacific,Kitchen,Teak Wood Cheese Board,50,22.7424,0.2975,0.2274,0.0,0.9919,0.25,0.3531,24.8622,22.2175,97.69,1.0934,1.2,0.0,1.0,1096.55,Efficient Route
UK,Europe,Kitchen,Teak Wood Cheese Board,267,23.2216,0.357,0.2322,0.0,1.0218,0.32,0.2203,25.3728,22.6324,97.46,1.0928,1.4,0.0,1.3,4940.79,Efficient Route
UK,Europe,Decor,Brass Tealight Holder Set of 4,248,21.1706,0.273,0.2117,0.0,0.9673,0.32,0.1894,23.132,20.6859,97.71,1.0928,1.2,0.0,1.4,4329.86,Efficient Route
Portugal,Europe,Decor,Macrame Wall Hanging Large,38,25.0147,0.273,0.2501,0.0,1.1488,0.32,0.3298,27.3365,24.4916,97.91,1.0927,1.0,0.0,1.2,1370.44,Efficient Route
