country,region,category,product_name,fiscal_year,quarter,avg_trends_score,total_search_volume,avg_yoy_growth_pct,total_social_mentions,avg_amazon_bsr,total_demand_units,avg_seasonality_index,demand_classification
Germany,Europe,Decor,Hand Painted Wooden Bowl,2024,Q3,64.1,1215380,23.95,51945,239.0,30841,1.01,📈 Growing
Sweden,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q1,58.0,576085,23.94,43302,283.0,26072,1.018,📈 Growing
Singapore,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q3,64.0,856275,23.94,53581,221.0,33355,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Handmade Soy Candle Set of 3,2024,Q4,82.5,1104062,23.94,70297,173.0,43014,1.233,📈 Growing
Australia,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q3,65.2,763750,23.92,52748,226.0,32692,1.01,📈 Growing
New Zealand,Asia Pacific,Garden,Terracotta Planter Set of 3,2024,Q3,64.3,484243,23.92,50993,239.0,30948,1.01,📈 Growing
Germany,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q1,57.3,1074880,23.92,44016,271.0,27271,1.018,📈 Growing
New Zealand,Asia Pacific,Kitchen,Copper Water Bottle 750ml,2024,Q2,55.3,411730,23.91,42151,278.0,26307,0.917,📈 Growing
Sweden,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q1,57.5,570664,23.91,42875,286.0,25826,1.018,📈 Growing
Canada,North America,Kitchen,Bamboo Cutting Board Set of 3,2024,Q1,57.3,979171,23.91,51161,244.0,30279,1.018,📈 Growing
Japan,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q1,57.3,631940,23.91,36453,325.0,22705,1.018,📈 Growing
Singapore,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q4,82.5,1104537,23.91,71915,173.0,43029,1.233,📈 Growing
Ireland,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.1,485865,23.91,44793,279.0,26194,0.917,📈 Growing
Canada,North America,Decor,Warli Art Wall Plate Set of 3,2024,Q1,58.1,993167,23.9,50718,240.0,30709,1.018,📈 Growing
Australia,Asia Pacific,Furniture,Cane Rattan Side Table,2024,Q2,55.1,638340,23.9,44001,268.0,27314,0.917,📈 Growing
Japan,Asia Pacific,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.4,610539,23.9,36120,333.0,21938,0.917,📈 Growing
UK,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q4,83.6,1963250,23.89,76003,162.0,45949,1.233,📈 Growing
Canada,North America,Lighting,Bamboo Table Lamp,2024,Q2,55.4,947891,23.89,48388,249.0,29309,0.917,📈 Growing
Canada,North America,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,57.9,989484,23.89,50409,241.0,30600,1.018,📈 Growing
Malaysia,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,2024,Q4,82.4,1286601,23.89,67759,173.0,42966,1.233,📈 Growing
Canada,North America,Kitchen,Bamboo Serving Tray Large,2024,Q3,64.4,1113070,23.88,55971,214.0,34423,1.01,📈 Growing
USA,North America,Kitchen,Bamboo Serving Tray Large,2024,Q2,55.2,2799263,23.88,52926,228.0,32089,0.917,📈 Growing
USA,North America,Decor,Brass Tealight Holder Set of 4,2024,Q1,57.8,2934341,23.88,52625,220.0,33639,1.018,📈 Growing
USA,North America,Textiles,Block Print Cotton Table Runner,2024,Q1,57.7,2928469,23.87,57150,220.0,33566,1.018,📈 Growing
New Zealand,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q3,64.8,487988,23.87,52285,237.0,31186,1.01,📈 Growing
Ireland,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q4,82.3,735441,23.87,70867,188.0,39673,1.233,📈 Growing
Malaysia,Asia Pacific,Kitchen,Copper Water Bottle 1L,2024,Q4,82.4,1287798,23.87,69742,173.0,43004,1.233,📈 Growing
Germany,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,58.1,1088371,23.87,45505,268.0,27611,1.018,📈 Growing
Australia,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,57.8,669709,23.87,43258,258.0,28661,1.018,📈 Growing
Japan,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,2024,Q1,57.9,638310,23.86,34254,323.0,22936,1.018,📈 Growing
New Zealand,Asia Pacific,Kitchen,Ceramic Dinner Set 12pc,2024,Q4,81.7,615150,23.86,67216,189.0,39323,1.233,📈 Growing
France,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q4,83.2,1299772,23.86,61966,197.0,37836,1.233,📈 Growing
Saudi Arabia,Middle East,Decor,Hand Painted Wooden Bowl,2024,Q3,63.8,1458722,23.86,54461,216.0,34111,1.01,📈 Growing
South Africa,Africa,Storage,Handwoven Jute Storage Basket Large,2024,Q2,54.8,483819,23.86,37971,310.0,23547,0.917,📈 Growing
Ireland,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q4,83.4,744073,23.86,67219,185.0,40139,1.233,📈 Growing
Australia,Asia Pacific,Kitchen,Teak Wood Cheese Board,2024,Q1,58.0,671934,23.85,46652,257.0,28750,1.018,📈 Growing
New Zealand,Asia Pacific,Decor,Macrame Wall Hanging Small,2024,Q1,57.0,424493,23.85,44768,272.0,27122,1.018,📈 Growing
UK,Europe,Kitchen,Teak Wood Cheese Board,2024,Q3,64.4,1507866,23.85,58588,209.0,35283,1.01,📈 Growing
Netherlands,Europe,Garden,Terracotta Planter Set of 3,2024,Q2,55.1,637828,23.84,40313,309.0,23649,0.917,📈 Growing
Italy,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q4,82.7,1106955,23.84,63821,198.0,37593,1.233,📈 Growing
USA,North America,Storage,Woven Seagrass Floor Basket,2024,Q1,57.6,2924551,23.84,56075,219.0,33516,1.018,📈 Growing
Netherlands,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q1,57.4,664390,23.83,40551,300.0,24629,1.018,📈 Growing
Portugal,Europe,Furniture,Cane Rattan Side Table,2024,Q2,55.1,425477,23.83,36752,324.0,22566,0.917,📈 Growing
Canada,North America,Decor,Macrame Plant Hanger Set of 3,2024,Q4,83.4,1444897,23.83,73535,166.0,44698,1.233,📈 Growing
Portugal,Europe,Garden,Terracotta Planter Set of 3,2024,Q2,54.7,421916,23.83,37651,327.0,22378,0.917,📈 Growing
Sweden,Europe,Storage,Woven Seagrass Floor Basket,2024,Q3,64.3,644912,23.82,45307,253.0,29189,1.01,📈 Growing
Sweden,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q2,55.4,549836,23.82,39004,294.0,24880,0.917,📈 Growing
Sweden,Europe,Storage,Jute Cotton Laundry Basket,2024,Q1,57.3,568953,23.82,43265,286.0,25750,1.018,📈 Growing
South Africa,Africa,Kitchen,Copper Water Bottle 750ml,2024,Q2,55.3,487639,23.81,37988,309.0,23720,0.917,📈 Growing
Canada,North America,Textiles,Block Print Cotton Napkin Set of 6,2024,Q3,63.9,1104862,23.81,54694,216.0,34173,1.01,📈 Growing
Portugal,Europe,Decor,Macrame Wall Hanging Small,2024,Q3,63.9,498844,23.81,42749,279.0,26465,1.01,📈 Growing
Spain,Europe,Decor,Hand Painted Wooden Tray,2024,Q2,54.6,663007,23.81,38221,312.0,23460,0.917,📈 Growing
Japan,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q1,57.7,636247,23.81,35828,323.0,22858,1.018,📈 Growing
Sweden,Europe,Decor,Handmade Soy Candle Large,2024,Q2,55.5,551236,23.81,41440,293.0,24950,0.917,📈 Growing
Portugal,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q2,55.1,425121,23.81,38222,324.0,22548,0.917,📈 Growing
Australia,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,82.1,961084,23.8,70061,181.0,41144,1.233,📈 Growing
Singapore,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q1,57.1,755158,23.8,49771,251.0,29403,1.018,📈 Growing
Italy,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q2,55.1,729818,23.8,38880,295.0,24773,0.917,📈 Growing
Netherlands,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q3,63.8,747503,23.8,45073,266.0,27720,1.01,📈 Growing
UAE,Middle East,Decor,Handmade Soy Candle Large,2024,Q1,57.7,1527393,23.79,55704,228.0,32409,1.018,📈 Growing
France,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q3,64.3,1003498,23.79,48876,253.0,29199,1.01,📈 Growing
Australia,Asia Pacific,Decor,Madhubani Art Canvas Print Large,2024,Q2,55.0,637537,23.79,45932,268.0,27281,0.917,📈 Growing
Malaysia,Asia Pacific,Garden,Terracotta Planter Large,2024,Q2,55.2,852264,23.79,47633,257.0,28446,0.917,📈 Growing
South Africa,Africa,Decor,Handmade Soy Candle Large,2024,Q2,55.7,491410,23.78,39705,305.0,23913,0.917,📈 Growing
Canada,North America,Decor,Jute Rope Mirror Frame Round,2024,Q3,64.1,1107823,23.78,56836,216.0,34261,1.01,📈 Growing
New Zealand,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q2,54.9,408672,23.78,43055,280.0,26118,0.917,📈 Growing
Sweden,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q4,82.4,826901,23.78,60723,199.0,37442,1.233,📈 Growing
Germany,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,64.3,1219898,23.78,52808,239.0,30955,1.01,📈 Growing
USA,North America,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,58.1,2946605,23.78,55285,219.0,33776,1.018,📈 Growing
Australia,Asia Pacific,Decor,Macrame Wall Hanging Large,2024,Q2,54.9,636208,23.78,42783,268.0,27224,0.917,📈 Growing
Saudi Arabia,Middle East,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,55.0,1243140,23.78,47294,251.0,29062,0.917,📈 Growing
France,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q4,82.0,1281016,23.78,60072,200.0,37288,1.233,📈 Growing
Singapore,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q4,82.1,1097955,23.77,70305,174.0,42775,1.233,📈 Growing
France,Europe,Furniture,Cane Rattan Side Table,2024,Q2,55.3,853825,23.77,37052,295.0,24838,0.917,📈 Growing
Ireland,Europe,Furniture,Cane Rattan Side Table,2024,Q3,63.7,568550,23.77,49475,241.0,30659,1.01,📈 Growing
Malaysia,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q3,64.4,1004799,23.77,55193,220.0,33547,1.01,📈 Growing
Saudi Arabia,Middle East,Storage,Handwoven Jute Storage Basket Large,2024,Q2,55.0,1244638,23.75,44952,251.0,29095,0.917,📈 Growing
Portugal,Europe,Kitchen,Teak Wood Cheese Board,2024,Q2,54.5,420650,23.75,37128,328.0,22311,0.917,📈 Growing
Sweden,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q2,54.6,542106,23.75,40718,298.0,24525,0.917,📈 Growing
UAE,Middle East,Decor,Macrame Plant Hanger Set of 3,2024,Q2,55.3,1463739,23.74,49258,236.0,31062,0.917,📈 Growing
South Africa,Africa,Decor,Hand Painted Wooden Tray,2024,Q1,58.0,511541,23.74,40801,296.0,24893,1.018,📈 Growing
Netherlands,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.2,638901,23.73,38326,308.0,23690,0.917,📈 Growing
Spain,Europe,Decor,Macrame Wall Hanging Large,2024,Q1,58.1,704976,23.73,41339,297.0,24948,1.018,📈 Growing
South Africa,Africa,Decor,Recycled Glass Vase Set of 2,2024,Q4,82.9,740551,23.73,61159,207.0,36058,1.233,📈 Growing
Saudi Arabia,Middle East,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,58.4,1319896,23.73,52248,239.0,30863,1.018,📈 Growing
Spain,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,64.4,789967,23.73,45543,264.0,27963,1.01,📈 Growing
Sweden,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q1,57.4,569338,23.73,41406,286.0,25767,1.018,📈 Growing
Canada,North America,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q1,57.6,983899,23.72,50589,242.0,30432,1.018,📈 Growing
UK,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q4,82.3,1928633,23.72,75585,165.0,45139,1.233,📈 Growing
France,Europe,Garden,Terracotta Planter Set of 3,2024,Q2,54.5,842189,23.72,40093,298.0,24497,0.917,📈 Growing
New Zealand,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,2024,Q1,57.9,430951,23.71,46868,268.0,27537,1.018,📈 Growing
UK,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,64.0,1499874,23.71,57289,210.0,35092,1.01,📈 Growing
Portugal,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q1,57.6,445013,23.7,39247,313.0,23606,1.018,📈 Growing
South Africa,Africa,Decor,Macrame Plant Hanger Set of 3,2024,Q2,55.3,488005,23.7,37579,308.0,23747,0.917,📈 Growing
Singapore,Asia Pacific,Decor,Hand Painted Wooden Bowl,2024,Q4,82.9,1111130,23.7,71132,172.0,43288,1.233,📈 Growing
France,Europe,Kitchen,Copper Water Bottle 750ml,2024,Q4,83.0,1296928,23.7,63883,197.0,37753,1.233,📈 Growing
Japan,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q3,64.0,714171,23.69,43573,288.0,25667,1.01,📈 Growing
Spain,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q1,58.7,712650,23.68,41377,292.0,25226,1.018,📈 Growing
Spain,Europe,Lighting,Bamboo Table Lamp,2024,Q2,55.2,669307,23.68,40648,309.0,23688,0.917,📈 Growing
Japan,Asia Pacific,Textiles,Block Print Cotton Napkin Set of 6,2024,Q3,64.4,717833,23.68,43434,286.0,25794,1.01,📈 Growing
Sweden,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q1,57.7,573208,23.68,43410,285.0,25938,1.018,📈 Growing
Kuwait,Middle East,Storage,Woven Seagrass Floor Basket,2024,Q4,81.9,913399,23.67,71216,170.0,43798,1.233,📈 Growing
Italy,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q4,83.2,1115420,23.67,66934,197.0,37882,1.233,📈 Growing
Malaysia,Asia Pacific,Bath,Bamboo Toothbrush Holder Set,2024,Q2,54.5,841678,23.66,47542,260.0,28094,0.917,📈 Growing
Canada,North America,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,83.7,1449465,23.66,73049,166.0,44844,1.233,📈 Growing
USA,North America,Decor,Hand Painted Wooden Bowl,2024,Q2,55.6,2819114,23.66,52119,226.0,32314,0.917,📈 Growing
Germany,Europe,Decor,Hand Painted Wooden Bowl,2024,Q2,55.1,1033116,23.66,41820,279.0,26212,0.917,📈 Growing
Portugal,Europe,Decor,Recycled Glass Vase Set of 2,2024,Q4,82.5,644119,23.66,57239,217.0,34186,1.233,📈 Growing
Portugal,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q3,64.1,499990,23.66,42894,279.0,26526,1.01,📈 Growing
Germany,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q3,63.6,1205905,23.66,47924,241.0,30598,1.01,📈 Growing
Spain,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q2,55.4,671700,23.66,38967,308.0,23772,0.917,📈 Growing
Australia,Asia Pacific,Decor,Macrame Wall Hanging Small,2024,Q2,55.2,639729,23.65,44962,267.0,27372,0.917,📈 Growing
Italy,Europe,Lighting,Bamboo Table Lamp,2024,Q2,55.3,731747,23.65,40923,294.0,24835,0.917,📈 Growing
Spain,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q2,55.0,667489,23.65,37961,310.0,23619,0.917,📈 Growing
Spain,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q3,63.6,780635,23.65,43290,267.0,27632,1.01,📈 Growing
Netherlands,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q1,57.3,663393,23.65,42532,301.0,24593,1.018,📈 Growing
Netherlands,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q2,55.2,639690,23.65,37669,308.0,23719,0.917,📈 Growing
Spain,Europe,Kitchen,Bamboo Cutting Board Set of 3,2024,Q3,65.0,797337,23.64,45331,262.0,28223,1.01,📈 Growing
Ireland,Europe,Garden,Terracotta Planter Set of 3,2024,Q2,55.0,484991,23.64,42551,280.0,26149,0.917,📈 Growing
USA,North America,Rugs,Jute Braided Area Rug 2x3ft,2024,Q2,55.3,2805365,23.64,53565,227.0,32158,0.917,📈 Growing
Japan,Asia Pacific,Garden,Terracotta Planter Large,2024,Q1,56.4,622407,23.64,35738,330.0,22365,1.018,📈 Growing
Germany,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q3,64.5,1223631,23.64,50124,238.0,31051,1.01,📈 Growing
Japan,Asia Pacific,Decor,Handmade Soy Candle Set of 3,2024,Q3,63.6,709194,23.64,42830,290.0,25486,1.01,📈 Growing
Sweden,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q3,64.3,645287,23.63,47836,253.0,29206,1.01,📈 Growing
UAE,Middle East,Storage,Jute Cotton Laundry Basket,2024,Q1,57.9,1532076,23.63,51813,227.0,32517,1.018,📈 Growing
USA,North America,Kitchen,Ceramic Dinner Set 12pc,2024,Q2,55.5,2815864,23.63,52603,226.0,32275,0.917,📈 Growing
Saudi Arabia,Middle East,Decor,Hand Painted Wooden Bowl,2024,Q4,82.0,1875582,23.63,70632,169.0,43868,1.233,📈 Growing
Saudi Arabia,Middle East,Decor,Handmade Paper Photo Frame Set 3,2024,Q4,82.6,1889424,23.62,72723,168.0,44196,1.233,📈 Growing
Canada,North America,Kitchen,Teak Wood Cheese Board,2024,Q1,57.7,986059,23.62,47031,241.0,30492,1.018,📈 Growing
Sweden,Europe,Furniture,Cane Rattan Side Table,2024,Q1,57.7,572904,23.61,43797,285.0,25934,1.018,📈 Growing
Singapore,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q3,63.9,854719,23.61,55103,222.0,33295,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.3,731872,23.61,48226,256.0,28495,0.917,📈 Growing
Kuwait,Middle East,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,63.7,710252,23.61,57086,217.0,34046,1.01,📈 Growing
Saudi Arabia,Middle East,Decor,Brass Tealight Holder Set of 4,2024,Q4,82.7,1894674,23.61,75146,168.0,44319,1.233,📈 Growing
USA,North America,Decor,Brass Tealight Holder Set of 4,2024,Q3,64.2,3292567,23.6,61769,195.0,37748,1.01,📈 Growing
France,Europe,Furniture,Cane Rattan Side Table,2024,Q3,64.9,1012894,23.6,48590,251.0,29476,1.01,📈 Growing
Saudi Arabia,Middle East,Storage,Handwoven Jute Storage Basket Large,2024,Q4,83.6,1912547,23.6,73655,167.0,44736,1.233,📈 Growing
UK,Europe,Storage,Jute Cotton Laundry Basket,2024,Q2,55.4,1282254,23.6,49538,243.0,29995,0.917,📈 Growing
Saudi Arabia,Middle East,Kitchen,Bamboo Cutting Board Set of 3,2024,Q2,55.2,1248233,23.59,50210,250.0,29186,0.917,📈 Growing
Italy,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q1,57.2,756906,23.59,41699,288.0,25692,1.018,📈 Growing
Ireland,Europe,Garden,Terracotta Planter Set of 3,2024,Q3,64.1,571971,23.58,51109,239.0,30844,1.01,📈 Growing
Portugal,Europe,Decor,Hand Painted Wooden Bowl,2024,Q2,54.8,423263,23.58,37199,325.0,22449,0.917,📈 Growing
Italy,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q3,64.6,864058,23.57,49441,252.0,29336,1.01,📈 Growing
New Zealand,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q4,83.2,626973,23.57,67170,186.0,40082,1.233,📈 Growing
Ireland,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q1,57.7,508831,23.57,44531,270.0,27432,1.018,📈 Growing
Germany,Europe,Decor,Handmade Soy Candle Large,2024,Q3,64.5,1223172,23.57,53484,238.0,31041,1.01,📈 Growing
Malaysia,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q2,54.8,846212,23.57,46058,259.0,28238,0.917,📈 Growing
UK,Europe,Garden,Terracotta Planter Set of 3,2024,Q1,57.7,1337014,23.57,51923,236.0,31280,1.018,📈 Growing
Canada,North America,Garden,Terracotta Planter Large,2024,Q2,54.8,936682,23.56,46732,253.0,28963,0.917,📈 Growing
Italy,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.0,728231,23.56,41671,296.0,24716,0.917,📈 Growing
New Zealand,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q3,64.3,483830,23.56,53886,239.0,30922,1.01,📈 Growing
Canada,North America,Decor,Handmade Soy Candle Large,2024,Q1,57.5,982654,23.56,49697,243.0,30384,1.018,📈 Growing
Canada,North America,Decor,Jute Rope Mirror Frame Round,2024,Q1,57.8,987543,23.56,50117,242.0,30542,1.018,📈 Growing
UK,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q4,82.1,1922570,23.56,73720,165.0,44999,1.233,📈 Growing
Kuwait,Middle East,Lighting,Bamboo Table Lamp,2024,Q3,64.0,713823,23.55,54225,216.0,34221,1.01,📈 Growing
Sweden,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q4,83.0,833350,23.55,61639,197.0,37738,1.233,📈 Growing
Malaysia,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,2024,Q1,57.4,886272,23.55,48007,250.0,29578,1.018,📈 Growing
Australia,Asia Pacific,Garden,Terracotta Planter Set of 3,2024,Q3,64.3,752344,23.55,52314,229.0,32202,1.01,📈 Growing
Kuwait,Middle East,Kitchen,Bamboo Serving Tray Large,2024,Q3,64.4,718027,23.55,56433,214.0,34419,1.01,📈 Growing
UAE,Middle East,Decor,Brass Tealight Holder Set of 4,2024,Q4,82.0,2195370,23.54,72632,159.0,46606,1.233,📈 Growing
Netherlands,Europe,Kitchen,Copper Water Bottle 750ml,2024,Q1,57.2,662307,23.54,39984,300.0,24558,1.018,📈 Growing
Japan,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q4,82.9,924099,23.54,56428,224.0,33222,1.233,📈 Growing
Kuwait,Middle East,Decor,Hand Painted Wooden Tray,2024,Q2,55.7,614707,23.54,48615,248.0,29466,0.917,📈 Growing
USA,North America,Storage,Handwoven Jute Storage Basket Large,2024,Q4,82.3,4223700,23.54,76193,153.0,48439,1.233,📈 Growing
Kuwait,Middle East,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q2,55.2,609205,23.53,49220,250.0,29200,0.917,📈 Growing
Sweden,Europe,Lighting,Bamboo Table Lamp,2024,Q2,55.1,546752,23.53,42437,295.0,24745,0.917,📈 Growing
Australia,Asia Pacific,Decor,Recycled Glass Vase Set of 2,2024,Q2,55.2,639661,23.53,43449,267.0,27373,0.917,📈 Growing
Spain,Europe,Kitchen,Copper Water Bottle 750ml,2024,Q3,64.8,795205,23.53,45250,262.0,28146,1.01,📈 Growing
Singapore,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q3,64.1,857132,23.53,53834,221.0,33383,1.01,📈 Growing
Saudi Arabia,Middle East,Decor,Madhubani Art Canvas Print Large,2024,Q4,82.6,1887986,23.52,69540,168.0,44163,1.233,📈 Growing
Spain,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q1,57.5,697462,23.52,40542,299.0,24683,1.018,📈 Growing
Germany,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q3,64.1,1214877,23.52,49515,240.0,30824,1.01,📈 Growing
UAE,Middle East,Textiles,Block Print Cotton Table Runner,2024,Q4,83.1,2224230,23.52,73754,157.0,47220,1.233,📈 Growing
Malaysia,Asia Pacific,Garden,Terracotta Planter Set of 3,2024,Q2,54.6,843835,23.52,44581,260.0,28160,0.917,📈 Growing
Saudi Arabia,Middle East,Lighting,Bamboo Table Lamp,2024,Q1,57.9,1308013,23.52,49138,241.0,30585,1.018,📈 Growing
South Africa,Africa,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q2,55.1,486523,23.51,41265,309.0,23673,0.917,📈 Growing
Malaysia,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,57.3,884233,23.51,48177,250.0,29514,1.018,📈 Growing
Japan,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q2,54.8,604669,23.51,36743,337.0,21724,0.917,📈 Growing
USA,North America,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,57.7,2929250,23.51,57389,221.0,33576,1.018,📈 Growing
Saudi Arabia,Middle East,Lighting,Rattan Pendant Lamp Shade,2024,Q1,57.6,1302424,23.5,49638,242.0,30452,1.018,📈 Growing
USA,North America,Decor,Handmade Soy Candle Large,2024,Q4,81.5,4180207,23.5,76892,155.0,47937,1.233,📈 Growing
Germany,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q2,54.8,1027156,23.5,44962,280.0,26059,0.917,📈 Growing
Sweden,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q4,83.5,838338,23.49,61494,196.0,37958,1.233,📈 Growing
